   2018     10     13   12.00     15600.00   0.31333E+02   0.00000E+00   0.31333E+02   0.31385E+02   0.31401E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11071E+02   0.79756E+02  -0.16284E+03  -0.23657E+02   0.90280E-03   0.26739E-05   0.24558E-05       0.26     268.74     0.0000  0.00   0.17139E-01  -0.38679E-02    31.3834    31.3895    31.3922    31.3937    31.4007
   2018     10     14   12.00     15624.00   0.31306E+02   0.00000E+00   0.31306E+02   0.31360E+02   0.31376E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13654E+02   0.77674E+02  -0.16244E+03  -0.23386E+02   0.63923E-03   0.13514E-05   0.57552E-06       0.26     252.79     0.0000  0.00   0.76792E-02   0.21577E-01    31.3579    31.3641    31.3670    31.3687    31.3754
   2018     10     15   12.00     15648.00   0.31209E+02   0.00000E+00   0.31209E+02   0.31262E+02   0.31278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13642E+02   0.74505E+02  -0.15924E+03  -0.24036E+02   0.75670E-03   0.18402E-05   0.13783E-05       0.26     247.79     0.0000  0.00   0.11441E-01  -0.93691E-02    31.2604    31.2666    31.2695    31.2711    31.2774
   2018     10     16   12.00     15672.00   0.31088E+02   0.00000E+00   0.31088E+02   0.31142E+02   0.31159E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13780E+02   0.76320E+02  -0.15951E+03  -0.24034E+02   0.71238E-03   0.17804E-05   0.12869E-05       0.26     238.43     0.0000  0.00   0.10554E-01  -0.28834E-01    31.1404    31.1467    31.1497    31.1515    31.1581
   2018     10     17   12.00     15696.00   0.30821E+02   0.00000E+00   0.30821E+02   0.30879E+02   0.30897E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14808E+02   0.78258E+02  -0.15921E+03  -0.26036E+02   0.83808E-03   0.20260E-05   0.60185E-05       0.26     231.83     0.0000  0.00  -0.19398E-01  -0.26170E-01    30.8770    30.8832    30.8861    30.8882    30.8955
   2018     10     18   12.00     15720.00   0.30687E+02   0.00000E+00   0.30687E+02   0.30747E+02   0.30766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13553E+02   0.76826E+02  -0.15788E+03  -0.29566E+02   0.13684E-02   0.39939E-05   0.15587E-04       0.26     256.24     0.0000  0.00  -0.40607E-01  -0.12173E+00    30.7459    30.7514    30.7537    30.7558    30.7641
   2018     10     19   12.00     15744.00   0.30688E+02   0.00000E+00   0.30688E+02   0.30748E+02   0.30766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13740E+02   0.76685E+02  -0.16109E+03  -0.24059E+02   0.76298E-03   0.17397E-05   0.20520E-05       0.26     223.59     0.0000  0.00  -0.79207E-02  -0.77924E-01    30.7459    30.7522    30.7554    30.7576    30.7644
   2018     10     20   12.00     15768.00   0.30133E+02   0.00000E+00   0.30133E+02   0.30188E+02   0.30207E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12326E+02   0.66145E+02  -0.14379E+03  -0.27333E+02   0.29817E-03   0.23976E-06   0.39844E-07       0.27     210.49     0.0000  0.00   0.11335E-02   0.44451E-03    30.1867    30.1926    30.1956    30.1978    30.2055
   2018     10     21   12.00     15792.00   0.30291E+02   0.00000E+00   0.30291E+02   0.30342E+02   0.30358E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12124E+02   0.67684E+02  -0.14454E+03  -0.27341E+02   0.41026E-03   0.44879E-06   0.10704E-06       0.27     250.12     0.0000  0.00   0.24918E-02   0.17821E-01    30.3404    30.3459    30.3485    30.3502    30.3579
   2018     10     22   12.00     15816.00   0.30315E+02   0.00000E+00   0.30315E+02   0.30371E+02   0.30388E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13454E+02   0.71747E+02  -0.15210E+03  -0.24610E+02   0.90368E-03   0.23315E-05   0.84698E-05       0.27     226.21     0.0000  0.00  -0.21587E-01  -0.70395E-01    30.3693    30.3752    30.3780    30.3798    30.3868
   2018     10     23   12.00     15840.00   0.30028E+02   0.00000E+00   0.30028E+02   0.30088E+02   0.30107E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12575E+02   0.70114E+02  -0.15125E+03  -0.28835E+02   0.15479E-02   0.46800E-05   0.25237E-04       0.27     230.45     0.0000  0.00  -0.56259E-01  -0.10675E+00    30.0872    30.0929    30.0951    30.0973    30.1053
   2018     10     24   12.00     15864.00   0.30204E+02   0.00000E+00   0.30204E+02   0.30258E+02   0.30274E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10060E+02   0.67590E+02  -0.14591E+03  -0.29513E+02   0.11790E-02   0.29461E-05   0.83010E-05       0.27     269.65     0.0000  0.00  -0.31704E-01  -0.21466E-01    30.2564    30.2612    30.2632    30.2650    30.2731
   2018     10     25   12.00     15888.00   0.30681E+02   0.00000E+00   0.30681E+02   0.30731E+02   0.30746E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99613E+01   0.71519E+02  -0.15028E+03  -0.24545E+02   0.98261E-03   0.28394E-05   0.38285E-05       0.27     271.94     0.0000  0.00  -0.15836E-01   0.70641E-01    30.7296    30.7349    30.7372    30.7385    30.7454
   2018     10     26   12.00     15912.00   0.30881E+02   0.00000E+00   0.30881E+02   0.30937E+02   0.30953E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93743E+01   0.73089E+02  -0.15258E+03  -0.24690E+02   0.12224E-02   0.35767E-05   0.93742E-05       0.27     270.40     0.0000  0.00  -0.20098E-01   0.19789E+00    30.9362    30.9412    30.9433    30.9447    30.9517
   2018     10     27   12.00     15936.00   0.31211E+02   0.00000E+00   0.31211E+02   0.31263E+02   0.31278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86908E+01   0.74988E+02  -0.15467E+03  -0.23571E+02   0.80959E-03   0.19464E-05   0.25415E-05       0.27     279.46     0.0000  0.00   0.15182E-02   0.56867E-01    31.2611    31.2666    31.2690    31.2703    31.2775
   2018     10     28   12.00     15960.00   0.31292E+02   0.00000E+00   0.31292E+02   0.31351E+02   0.31366E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13237E+02   0.78738E+02  -0.16092E+03  -0.20652E+02   0.74694E-03   0.22468E-05   0.21678E-05       0.27     244.38     0.0000  0.00   0.13209E-01  -0.84165E-02    31.3489    31.3549    31.3577    31.3592    31.3656
   2018     10     29   12.00     15984.00   0.30830E+02   0.00000E+00   0.30830E+02   0.30890E+02   0.30908E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15340E+02   0.76251E+02  -0.15690E+03  -0.23643E+02   0.28528E-03   0.24871E-06   0.23280E-07       0.28     215.80     0.0000  0.00   0.27632E-03  -0.11342E-01    30.8885    30.8949    30.8981    30.9003    30.9069
   2018     10     30   12.00     16008.00   0.30483E+02   0.00000E+00   0.30483E+02   0.30538E+02   0.30557E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11989E+02   0.74335E+02  -0.15348E+03  -0.27450E+02   0.58120E-03   0.91207E-06   0.64172E-06       0.28     228.64     0.0000  0.00  -0.69349E-02  -0.17727E-01    30.5361    30.5424    30.5455    30.5479    30.5556
   2018     10     31   12.00     16032.00   0.30321E+02   0.00000E+00   0.30321E+02   0.30374E+02   0.30392E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11775E+02   0.74034E+02  -0.15317E+03  -0.28106E+02   0.11110E-02   0.29440E-05   0.59602E-05       0.28     234.54     0.0000  0.00  -0.25845E-01  -0.53698E-01    30.3720    30.3779    30.3806    30.3829    30.3906
   2018     11      1   12.00     16056.00   0.30206E+02   0.00000E+00   0.30206E+02   0.30261E+02   0.30280E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13278E+02   0.73373E+02  -0.15268E+03  -0.29595E+02   0.10266E-02   0.25692E-05   0.46793E-05       0.28     245.44     0.0000  0.00  -0.22654E-01  -0.13432E-01    30.2591    30.2649    30.2676    30.2699    30.2782
   2018     11      2   12.00     16080.00   0.30119E+02   0.00000E+00   0.30119E+02   0.30173E+02   0.30191E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14520E+02   0.69987E+02  -0.15055E+03  -0.24678E+02   0.70373E-03   0.12835E-05   0.86768E-06       0.28     212.76     0.0000  0.00  -0.90870E-02   0.32822E-01    30.1708    30.1772    30.1804    30.1827    30.1898
   2018     11      3   12.00     16104.00   0.29504E+02   0.00000E+00   0.29504E+02   0.29557E+02   0.29573E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12888E+02   0.58179E+02  -0.13093E+03  -0.22284E+02   0.51130E-03   0.77946E-06   0.45495E-06       0.28     161.29     0.0000  0.00   0.34744E-03  -0.29440E-01    29.5549    29.5610    29.5641    29.5661    29.5725
   2018     11      4   12.00     16128.00   0.28868E+02   0.00000E+00   0.28868E+02   0.28916E+02   0.28931E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11395E+02   0.51666E+02  -0.11746E+03  -0.19801E+02   0.77942E-03   0.21932E-05   0.13544E-05       0.28     125.01     0.0000  0.00   0.44986E-02  -0.84439E-01    28.9146    28.9206    28.9236    28.9252    28.9309
   2018     11      5   12.00     16152.00   0.28291E+02   0.00000E+00   0.28291E+02   0.28331E+02   0.28348E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89813E+01   0.47169E+02  -0.10862E+03  -0.30054E+02   0.71180E-03   0.11878E-05   0.10180E-05       0.28     184.47     0.0000  0.00   0.19729E-02  -0.76549E-01    28.3298    28.3346    28.3370    28.3389    28.3472
   2018     11      6   12.00     16176.00   0.28914E+02   0.00000E+00   0.28914E+02   0.28956E+02   0.28971E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95015E+01   0.55083E+02  -0.12252E+03  -0.27285E+02   0.75611E-03   0.13909E-05   0.13430E-05       0.28     249.42     0.0000  0.00   0.33223E-02  -0.86023E-01    28.9546    28.9591    28.9611    28.9624    28.9708
   2018     11      7   12.00     16200.00   0.29095E+02   0.00000E+00   0.29095E+02   0.29140E+02   0.29154E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10817E+02   0.55143E+02  -0.12238E+03  -0.19192E+02   0.79977E-03   0.21772E-05   0.16395E-05       0.29     193.60     0.0000  0.00  -0.44235E-02  -0.86542E-01    29.1380    29.1433    29.1457    29.1469    29.1541
   2018     11      8   12.00     16224.00   0.28690E+02   0.00000E+00   0.28690E+02   0.28746E+02   0.28759E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11691E+02   0.54727E+02  -0.11875E+03  -0.17923E+02   0.11366E-02   0.44406E-05   0.71846E-05       0.29     144.70     0.0000  0.00  -0.15382E-01  -0.17651E+00    28.7445    28.7495    28.7518    28.7530    28.7585
   2018     11      9   12.00     16248.00   0.28030E+02   0.00000E+00   0.28030E+02   0.28084E+02   0.28099E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10809E+02   0.50151E+02  -0.11130E+03  -0.22747E+02   0.12733E-02   0.36137E-05   0.11611E-04       0.29     140.20     0.0000  0.00  -0.22462E-01  -0.22311E+00    28.0826    28.0877    28.0899    28.0917    28.0981
   2018     11     10   12.00     16272.00   0.27839E+02   0.00000E+00   0.27839E+02   0.27887E+02   0.27902E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93434E+01   0.46599E+02  -0.10832E+03  -0.26562E+02   0.11647E-02   0.27895E-05   0.85166E-05       0.29     185.45     0.0000  0.00  -0.26209E-01  -0.13615E+00    27.8859    27.8902    27.8922    27.8938    27.9014
   2018     11     11   12.00     16296.00   0.28178E+02   0.00000E+00   0.28178E+02   0.28223E+02   0.28237E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89066E+01   0.47071E+02  -0.11301E+03  -0.26473E+02   0.99529E-03   0.21841E-05   0.45278E-05       0.29     230.80     0.0000  0.00  -0.13704E-01  -0.12521E+00    28.2217    28.2256    28.2274    28.2286    28.2363
   2018     11     12   12.00     16320.00   0.28776E+02   0.00000E+00   0.28776E+02   0.28824E+02   0.28838E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87294E+01   0.53747E+02  -0.12714E+03  -0.26123E+02   0.10981E-02   0.27103E-05   0.68093E-05       0.29     267.08     0.0000  0.00  -0.11106E-01  -0.19014E+00    28.8231    28.8272    28.8288    28.8299    28.8375
   2018     11     13   12.00     16344.00   0.29338E+02   0.00000E+00   0.29338E+02   0.29392E+02   0.29406E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84314E+01   0.64131E+02  -0.14151E+03  -0.24386E+02   0.14162E-02   0.39528E-05   0.19664E-04       0.29     272.44     0.0000  0.00  -0.28507E-01  -0.29637E+00    29.3906    29.3954    29.3973    29.3985    29.4055
   2018     11     14   12.00     16368.00   0.29647E+02   0.00000E+00   0.29647E+02   0.29702E+02   0.29717E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.82464E+01   0.67033E+02  -0.14438E+03  -0.24132E+02   0.14028E-02   0.40839E-05   0.18973E-04       0.29     269.99     0.0000  0.00  -0.28478E-01  -0.29227E+00    29.7011    29.7061    29.7080    29.7093    29.7162
   2018     11     15   12.00     16392.00   0.30046E+02   0.00000E+00   0.30046E+02   0.30095E+02   0.30109E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87980E+01   0.65814E+02  -0.14299E+03  -0.22898E+02   0.75128E-03   0.19071E-05   0.19800E-05       0.29     280.77     0.0000  0.00  -0.48962E-02  -0.89230E-01    30.0932    30.0982    30.1004    30.1015    30.1094
   2018     11     16   12.00     16416.00   0.30429E+02   0.00000E+00   0.30429E+02   0.30480E+02   0.30495E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10771E+02   0.67582E+02  -0.14328E+03  -0.18851E+02   0.37264E-03   0.47269E-06   0.76013E-07       0.30     264.96     0.0000  0.00   0.10015E-02  -0.19878E-01    30.4784    30.4837    30.4861    30.4871    30.4947
   2018     11     17   12.00     16440.00   0.30180E+02   0.00000E+00   0.30180E+02   0.30239E+02   0.30255E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15238E+02   0.76171E+02  -0.15628E+03  -0.16365E+02   0.88117E-03   0.30311E-05   0.41560E-05       0.30     187.39     0.0000  0.00  -0.10517E-01  -0.10946E+00    30.2371    30.2438    30.2469    30.2486    30.2543
   2018     11     18   12.00     16464.00   0.29096E+02   0.00000E+00   0.29096E+02   0.29157E+02   0.29176E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13134E+02   0.63730E+02  -0.13844E+03  -0.26237E+02   0.11789E-02   0.34913E-05   0.83481E-05       0.30     171.39     0.0000  0.00  -0.24912E-01  -0.13341E+00    29.1559    29.1616    29.1643    29.1668    29.1742
   2018     11     19   12.00     16488.00   0.29080E+02   0.00000E+00   0.29080E+02   0.29122E+02   0.29137E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96499E+01   0.52219E+02  -0.12107E+03  -0.26616E+02   0.76364E-03   0.13659E-05   0.14262E-05       0.30     232.90     0.0000  0.00  -0.10786E-01   0.28321E-01    29.1209    29.1257    29.1279    29.1293    29.1371
   2018     11     20   12.00     16512.00   0.29518E+02   0.00000E+00   0.29518E+02   0.29559E+02   0.29574E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98463E+01   0.55913E+02  -0.12333E+03  -0.21480E+02   0.84919E-03   0.21416E-05   0.21425E-05       0.30     245.19     0.0000  0.00  -0.18969E-02   0.11200E+00    29.5580    29.5627    29.5647    29.5657    29.5742
   2018     11     21   12.00     16536.00   0.29766E+02   0.00000E+00   0.29766E+02   0.29819E+02   0.29832E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10237E+02   0.62636E+02  -0.13134E+03  -0.19860E+02   0.14460E-02   0.53047E-05   0.24897E-04       0.30     235.99     0.0000  0.00  -0.14369E-01   0.36712E+00    29.8175    29.8223    29.8241    29.8250    29.8315
   2018     11     22   12.00     16560.00   0.29807E+02   0.00000E+00   0.29807E+02   0.29863E+02   0.29877E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10785E+02   0.67577E+02  -0.13989E+03  -0.22543E+02   0.15732E-02   0.51743E-05   0.30673E-04       0.30     239.42     0.0000  0.00  -0.33306E-01   0.38079E+00    29.8616    29.8668    29.8688    29.8702    29.8766
   2018     11     23   12.00     16584.00   0.29777E+02   0.00000E+00   0.29777E+02   0.29831E+02   0.29848E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12564E+02   0.73560E+02  -0.14938E+03  -0.24657E+02   0.10505E-02   0.27013E-05   0.48418E-05       0.30     238.39     0.0000  0.00  -0.20357E-01  -0.21174E-01    29.8290    29.8348    29.8375    29.8395    29.8467
   2018     11     24   12.00     16608.00   0.29429E+02   0.00000E+00   0.29429E+02   0.29491E+02   0.29507E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14488E+02   0.68258E+02  -0.14278E+03  -0.22167E+02   0.12643E-02   0.39588E-05   0.10776E-04       0.30     192.63     0.0000  0.00  -0.72211E-02  -0.25389E+00    29.4896    29.4953    29.4978    29.4998    29.5065
   2018     11     25   12.00     16632.00   0.28830E+02   0.00000E+00   0.28830E+02   0.28887E+02   0.28903E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14265E+02   0.57207E+02  -0.12513E+03  -0.22863E+02   0.14184E-02   0.41274E-05   0.18184E-04       0.30     168.53     0.0000  0.00  -0.33268E-02  -0.35175E+00    28.8859    28.8913    28.8936    28.8955    28.9023
   2018     11     26   12.00     16656.00   0.28467E+02   0.00000E+00   0.28467E+02   0.28521E+02   0.28537E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13890E+02   0.53347E+02  -0.11976E+03  -0.22985E+02   0.11554E-02   0.31125E-05   0.92031E-05       0.30     168.54     0.0000  0.00  -0.10196E-01  -0.22240E+00    28.5199    28.5250    28.5274    28.5292    28.5360
   2018     11     27   12.00     16680.00   0.28070E+02   0.00000E+00   0.28070E+02   0.28122E+02   0.28140E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13844E+02   0.55302E+02  -0.12639E+03  -0.27615E+02   0.11782E-02   0.30552E-05   0.10002E-04       0.30     180.20     0.0000  0.00  -0.28387E-01  -0.10705E+00    28.1209    28.1264    28.1289    28.1311    28.1388
   2018     11     28   12.00     16704.00   0.27846E+02   0.00000E+00   0.27846E+02   0.27902E+02   0.27920E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12353E+02   0.56737E+02  -0.12872E+03  -0.30050E+02   0.14778E-02   0.40804E-05   0.21269E-04       0.30     199.81     0.0000  0.00  -0.48923E-01  -0.15385E+00    27.9003    27.9056    27.9078    27.9100    27.9181
   2018     11     29   12.00     16728.00   0.27856E+02   0.00000E+00   0.27856E+02   0.27901E+02   0.27917E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97337E+01   0.47648E+02  -0.11396E+03  -0.26742E+02   0.81819E-03   0.16953E-05   0.35895E-05       0.31     207.80     0.0000  0.00  -0.11856E-01  -0.86055E-01    27.9000    27.9045    27.9067    27.9083    27.9164
   2018     11     30   12.00     16752.00   0.28234E+02   0.00000E+00   0.28234E+02   0.28274E+02   0.28288E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84077E+01   0.43948E+02  -0.10593E+03  -0.22040E+02   0.89264E-03   0.20095E-05   0.44966E-05       0.31     225.58     0.0000  0.00   0.93031E-02  -0.12787E+00    28.2729    28.2768    28.2784    28.2793    28.2881
   2018     12      1   12.00     16776.00   0.28479E+02   0.00000E+00   0.28479E+02   0.28529E+02   0.28541E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12360E+02   0.49965E+02  -0.11150E+03  -0.13678E+02   0.15783E-02   0.63409E-05   0.30630E-04       0.31     172.87     0.0000  0.00   0.23991E-01  -0.42482E+00    28.5281    28.5328    28.5345    28.5352    28.5412
   2018     12      2   12.00     16800.00   0.27568E+02   0.00000E+00   0.27568E+02   0.27652E+02   0.27669E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17874E+02   0.54866E+02  -0.11623E+03  -0.14729E+02   0.25069E-02   0.10864E-04   0.26556E-03       0.31      78.92     0.0000  0.00   0.68020E-01  -0.10847E+01    27.6511    27.6588    27.6619    27.6635    27.6687
   2018     12      3   12.00     16824.00   0.26073E+02   0.00000E+00   0.26073E+02   0.26169E+02   0.26191E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16564E+02   0.46496E+02  -0.99946E+02  -0.23713E+02   0.29581E-02   0.91713E-05   0.52421E-03       0.31      51.20     0.0000  0.00   0.99842E-01  -0.15394E+01    26.1675    26.1766    26.1805    26.1833    26.1900
   2018     12      4   12.00     16848.00   0.25188E+02   0.00000E+00   0.25188E+02   0.25236E+02   0.25251E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98016E+01   0.25985E+02  -0.65198E+02  -0.21242E+02   0.21859E-02   0.69019E-05   0.13695E-03       0.31      47.70     0.0000  0.00   0.66343E-01  -0.78746E+00    25.2350    25.2402    25.2426    25.2441    25.2503
   2018     12      5   12.00     16872.00   0.24718E+02   0.00000E+00   0.24718E+02   0.24751E+02   0.24763E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60655E+01   0.15673E+02  -0.47745E+02  -0.18748E+02   0.15836E-02   0.43646E-05   0.33661E-04       0.31      58.74     0.0000  0.00   0.49264E-01  -0.32598E+00    24.7497    24.7531    24.7546    24.7555    24.7634
   2018     12      6   12.00     16896.00   0.24865E+02   0.00000E+00   0.24865E+02   0.24887E+02   0.24900E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36240E+01   0.15352E+02  -0.49576E+02  -0.22338E+02   0.11268E-02   0.12183E-05   0.11898E-04       0.31     139.47     0.0000  0.00   0.29649E-01  -0.16297E+00    24.8865    24.8882    24.8881    24.8888    24.8999
   2018     12      7   12.00     16920.00   0.25711E+02   0.00000E+00   0.25711E+02   0.25729E+02   0.25739E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36031E+01   0.20833E+02  -0.61564E+02  -0.15958E+02   0.75113E-03   0.84735E-11   0.23211E-05       0.31     174.67     0.0000  0.00   0.38994E-02  -0.10001E+00    25.7356    25.7356    25.7169    25.7018    25.7108
   2018     12      8   12.00     16944.00   0.26180E+02   0.00000E+00   0.26180E+02   0.26213E+02   0.26224E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47128E+01   0.26397E+02  -0.72129E+02  -0.12908E+02   0.10917E-02   0.11814E-05   0.86381E-05       0.31     167.60     0.0000  0.00  -0.97319E-03  -0.22915E+00    26.2127    26.2155    26.2165    26.2164    26.2238
   2018     12      9   12.00     16968.00   0.26655E+02   0.00000E+00   0.26655E+02   0.26691E+02   0.26702E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61102E+01   0.32564E+02  -0.85295E+02  -0.15812E+02   0.13452E-02   0.21227E-05   0.19098E-04       0.31     202.30     0.0000  0.00  -0.99338E-02  -0.34512E+00    26.6900    26.6931    26.6941    26.6944    26.7024
   2018     12     10   12.00     16992.00   0.27087E+02   0.00000E+00   0.27087E+02   0.27134E+02   0.27147E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90692E+01   0.45250E+02  -0.10710E+03  -0.15250E+02   0.18283E-02   0.47142E-05   0.59001E-04       0.31     198.19     0.0000  0.00  -0.73853E-01  -0.32107E+00    27.1327    27.1373    27.1392    27.1398    27.1465
   2018     12     11   12.00     17016.00   0.27042E+02   0.00000E+00   0.27042E+02   0.27094E+02   0.27110E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86085E+01   0.54412E+02  -0.12166E+03  -0.25426E+02   0.21787E-02   0.47913E-05   0.10658E-03       0.31     229.51     0.0000  0.00  -0.12025E+00  -0.18869E+00    27.0928    27.0983    27.1007    27.1021    27.1095
   2018     12     12   12.00     17040.00   0.27712E+02   0.00000E+00   0.27712E+02   0.27757E+02   0.27770E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.63162E+01   0.50888E+02  -0.12349E+03  -0.24353E+02   0.18311E-02   0.38624E-05   0.54051E-04       0.31     282.45     0.0000  0.00  -0.87267E-01  -0.81106E-01    27.7557    27.7601    27.7617    27.7626    27.7703
   2018     12     13   12.00     17064.00   0.28386E+02   0.00000E+00   0.28386E+02   0.28435E+02   0.28448E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70154E+01   0.54847E+02  -0.13088E+03  -0.20647E+02   0.15919E-02   0.41685E-05   0.30220E-04       0.31     281.57     0.0000  0.00  -0.62694E-01   0.95997E-01    28.4341    28.4386    28.4403    28.4409    28.4483
   2018     12     14   12.00     17088.00   0.28958E+02   0.00000E+00   0.28958E+02   0.29007E+02   0.29021E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.77379E+01   0.57647E+02  -0.13250E+03  -0.18769E+02   0.12053E-02   0.32556E-05   0.11226E-04       0.31     284.65     0.0000  0.00  -0.33894E-01   0.86324E-01    29.0063    29.0106    29.0122    29.0128    29.0207
   2018     12     15   12.00     17112.00   0.29486E+02   0.00000E+00   0.29486E+02   0.29538E+02   0.29552E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86530E+01   0.64867E+02  -0.14315E+03  -0.18680E+02   0.10397E-02   0.29529E-05   0.53930E-05       0.31     289.53     0.0000  0.00  -0.20291E-01   0.83177E-01    29.5372    29.5420    29.5439    29.5447    29.5521
   2018     12     16   12.00     17136.00   0.29801E+02   0.00000E+00   0.29801E+02   0.29858E+02   0.29870E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89978E+01   0.69239E+02  -0.15157E+03  -0.20238E+02   0.12447E-02   0.39479E-05   0.10340E-04       0.31     288.10     0.0000  0.00  -0.25153E-01   0.19208E+00    29.8566    29.8615    29.8634    29.8644    29.8703
   2018     12     17   12.00     17160.00   0.29987E+02   0.00000E+00   0.29987E+02   0.30047E+02   0.30061E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92842E+01   0.75371E+02  -0.16078E+03  -0.22090E+02   0.12036E-02   0.33795E-05   0.85837E-05       0.31     284.97     0.0000  0.00  -0.30941E-01   0.35338E-01    30.0455    30.0508    30.0531    30.0545    30.0608
   2018     12     18   12.00     17184.00   0.29977E+02   0.00000E+00   0.29977E+02   0.30036E+02   0.30054E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86792E+01   0.78616E+02  -0.16653E+03  -0.25484E+02   0.11374E-02   0.28529E-05   0.71643E-05       0.31     283.24     0.0000  0.00  -0.27178E-01  -0.81409E-01    30.0347    30.0406    30.0433    30.0452    30.0525
   2018     12     19   12.00     17208.00   0.30014E+02   0.00000E+00   0.30014E+02   0.30068E+02   0.30086E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74175E+01   0.76180E+02  -0.16213E+03  -0.26285E+02   0.59615E-03   0.93845E-06   0.58369E-06       0.31     287.14     0.0000  0.00  -0.66718E-02  -0.11351E-01    30.0666    30.0728    30.0757    30.0778    30.0855
   2018     12     20   12.00     17232.00   0.30200E+02   0.00000E+00   0.30200E+02   0.30253E+02   0.30269E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72773E+01   0.73074E+02  -0.15812E+03  -0.25434E+02   0.55235E-03   0.87657E-06   0.85656E-06       0.31     294.51     0.0000  0.00  -0.10841E-02  -0.43733E-01    30.2509    30.2567    30.2594    30.2611    30.2685
   2018     12     21   12.00     17256.00   0.30441E+02   0.00000E+00   0.30441E+02   0.30492E+02   0.30508E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97918E+01   0.75200E+02  -0.16069E+03  -0.24010E+02   0.88081E-03   0.20765E-05   0.23075E-05       0.31     291.76     0.0000  0.00   0.51972E-02  -0.10958E+00    30.4903    30.4963    30.4991    30.5007    30.5077
