   2022      5     12   12.00      7560.00   0.14399E-01   0.00000E+00   0.00000E+00   0.15388E+01   0.41551E+01   0.00000E+00   0.14399E-01   0.23254E+00  -0.34343E+02  -0.16211E+02   0.12892E+02  -0.19281E+02   0.96882E-02   0.00000E+00   0.49407-323       0.40     155.89     0.0000  0.00   0.76580-321   0.19427-319     1.2693     1.9520     2.4504     3.5334     4.1551
   2022      5     13   12.00      7584.00  -0.26992E-01   0.00000E+00   0.00000E+00   0.21188E+01   0.41857E+01   0.00000E+00  -0.26992E-01   0.23254E+00  -0.30893E+02   0.11737E+02  -0.18506E+02  -0.38576E+02   0.11268E-01   0.00000E+00   0.49407-323       0.40     252.00     0.0000  0.00   0.76580-321   0.19427-319     1.8453     2.6272     3.2652     4.0768     4.1857
   2022      5     14   12.00      7608.00  -0.21957E+00   0.00000E+00   0.00000E+00   0.28953E+01   0.41745E+01   0.00000E+00  -0.21957E+00   0.23254E+00  -0.26569E+02   0.23724E+02  -0.34817E+02  -0.47754E+02   0.84651E-02   0.00000E+00   0.49407-323       0.40     289.44     0.0000  0.00   0.69169-321   0.17964-319     2.6163     3.7458     4.0849     4.1048     4.1745
   2022      5     15   12.00      7632.00   0.60084E-02   0.00000E+00   0.00000E+00   0.35300E+01   0.41972E+01   0.00000E+00   0.60084E-02   0.23254E+00  -0.27592E+02   0.51048E+01  -0.15175E+02  -0.38582E+02   0.65947E-02   0.00000E+00   0.49407-323       0.40     231.45     0.0000  0.00   0.25197-321   0.92341-320     3.7435     4.1469     4.1496     4.1529     4.1972
   2022      5     16   12.00      7656.00   0.14518E-01   0.00000E+00   0.00000E+00   0.37555E+01   0.42225E+01   0.00000E+00   0.14518E-01   0.23254E+00  -0.39058E+02  -0.73453E+01   0.87406E+01  -0.35762E+02   0.94546E-02   0.00000E+00   0.49407-323       0.40     208.16     0.0000  0.00   0.15810-321   0.73566-320     4.1096     4.1788     4.1811     4.1839     4.2225
   2022      5     17   12.00      7680.00   0.99487E-02   0.00000E+00   0.00000E+00   0.40071E+01   0.43416E+01   0.00000E+00   0.99487E-02   0.23254E+00  -0.47089E+02   0.26253E+01   0.68014E+01  -0.49568E+02   0.10695E-01   0.00000E+00   0.00000E+00       0.40     277.32     0.0000  0.00   0.79051-322   0.45948-320     4.2846     4.2912     4.2943     4.2978     4.3413
   2022      5     18   12.00      7704.00   0.10658E-01   0.00000E+00   0.00000E+00   0.41184E+01   0.43855E+01   0.00000E+00   0.10658E-01   0.23254E+00  -0.43998E+02   0.12440E+01   0.50917E+01  -0.62264E+02   0.73031E-02   0.00000E+00   0.00000E+00       0.40     313.31     0.0000  0.00   0.29644-322   0.16749-320     4.2944     4.3106     4.3196     4.3278     4.3855
   2022      5     19   12.00      7728.00   0.28145E-01   0.00000E+00   0.00000E+00   0.39539E+01   0.42162E+01   0.00000E+00   0.28145E-01   0.23254E+00  -0.64279E+02  -0.16263E+02   0.42880E+02  -0.66939E+02   0.49689E-02   0.00000E+00   0.00000E+00       0.40     314.60     0.0000  0.00   0.00000E+00   0.00000E+00     4.0742     4.1009     4.1157     4.1293     4.2162
   2022      5     20   12.00      7752.00   0.56936E-01   0.00000E+00   0.00000E+00   0.39217E+01   0.41934E+01   0.00000E+00   0.56936E-01   0.23254E+00  -0.11654E+03  -0.25706E+02   0.10458E+03  -0.67346E+02   0.63324E-02   0.00000E+00   0.00000E+00       0.40     295.54     0.0000  0.00   0.00000E+00   0.00000E+00     4.0406     4.0686     4.0844     4.0992     4.1934
   2022      5     21   12.00      7776.00   0.87783E-01   0.00000E+00   0.00000E+00   0.40919E+01   0.44145E+01   0.00000E+00   0.87783E-01   0.23254E+00  -0.18280E+03  -0.16059E+02   0.16119E+03  -0.64942E+02   0.96755E-02   0.00000E+00   0.00000E+00       0.40     276.70     0.0000  0.00   0.00000E+00   0.00000E+00     4.3451     4.3508     4.3552     4.3604     4.4145
   2022      5     22   12.00      7800.00   0.10354E+00   0.00000E+00   0.00000E+00   0.41289E+01   0.43807E+01   0.00000E+00   0.10354E+00   0.23254E+00  -0.15896E+03  -0.29228E+02   0.15052E+03  -0.81132E+02   0.78933E-02   0.00000E+00   0.00000E+00       0.40     295.07     0.0000  0.00   0.00000E+00   0.00000E+00     4.2562     4.2804     4.2934     4.3053     4.3807
   2022      5     23   12.00      7824.00   0.13484E+00   0.00000E+00   0.00000E+00   0.41791E+01   0.44313E+01   0.00000E+00   0.13484E+00   0.23254E+00  -0.13524E+03  -0.52831E+02   0.15041E+03  -0.86553E+02   0.69947E-02   0.00000E+00   0.00000E+00       0.40     288.64     0.0000  0.00   0.00000E+00   0.00000E+00     4.3084     4.3319     4.3446     4.3564     4.4313
   2022      5     24   12.00      7848.00   0.15410E+00   0.00000E+00   0.00000E+00   0.42045E+01   0.44576E+01   0.00000E+00   0.15410E+00   0.23254E+00  -0.10782E+03  -0.56078E+02   0.12623E+03  -0.89894E+02   0.67557E-02   0.00000E+00   0.00000E+00       0.40     272.94     0.0000  0.00   0.00000E+00   0.00000E+00     4.3348     4.3579     4.3705     4.3822     4.4576
   2022      5     25   12.00      7872.00   0.17115E+00   0.00000E+00   0.00000E+00   0.43679E+01   0.46251E+01   0.00000E+00   0.17115E+00   0.23254E+00  -0.84021E+02  -0.48301E+02   0.94660E+02  -0.10689E+03   0.58690E-02   0.00000E+00   0.00000E+00       0.40     302.39     0.0000  0.00   0.00000E+00   0.00000E+00     4.5039     4.5265     4.5388     4.5504     4.6251
   2022      5     26   12.00      7896.00  -0.20767E-01   0.00000E+00   0.00000E+00   0.41941E+01   0.46033E+01   0.00000E+00  -0.20767E-01   0.23254E+00  -0.37433E+02  -0.18415E+02   0.18185E+02  -0.13044E+03   0.27674E-02   0.36310E-07   0.10118E-03       0.40     326.94     0.0000  0.00  -0.29634E-02   0.11693E+00     4.3360     4.4810     4.4984     4.5137     4.6033
   2022      5     27   12.00      7920.00   0.36337E+01   0.00000E+00   0.34991E+01   0.42924E+01   0.50422E+01   0.00000E+00   0.13455E+00   0.23254E+00  -0.39840E+02  -0.61837E+01   0.66175E+01  -0.13237E+03   0.62681E-02   0.24426E-06   0.89695E-02       0.25     300.45     0.0000  0.00  -0.13585E+00   0.18217E+01     3.9125     4.8487     4.8804     4.8996     5.0084
   2022      5     28   12.00      7944.00   0.79609E+01   0.00000E+00   0.79609E+01   0.80442E+01   0.81125E+01   0.00000E+00   0.00000E+00   0.23254E+00   0.12922E+02   0.43265E+02  -0.10348E+03  -0.81003E+02   0.79010E-02   0.44272E-05   0.20361E-01       0.16     224.02     0.0000  0.00  -0.23316E+00   0.31876E+01     8.0380     8.0589     8.0676     8.0752     8.1080
   2022      5     29   12.00      7968.00   0.95963E+01   0.00000E+00   0.95963E+01   0.96166E+01   0.96691E+01   0.00000E+00   0.00000E+00   0.23254E+00   0.82218E+01   0.26341E+02  -0.88555E+02  -0.87804E+02   0.30188E-02   0.72908E-06   0.18799E-02       0.16     247.54     0.0000  0.00  -0.25126E-01   0.57046E+00     9.6231     9.6088     9.6128     9.6187     9.6486
   2022      5     30   12.00      7992.00   0.12709E+02   0.00000E+00   0.12709E+02   0.12735E+02   0.12771E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.82958E+01   0.31235E+02  -0.10122E+03  -0.85902E+02   0.27275E-02   0.44689E-06   0.40237E-03       0.16     285.27     0.0000  0.00   0.29862E-01  -0.39066E-01    12.7369    12.7346    12.7371    12.7422    12.7668
   2022      5     31   12.00      8016.00   0.14984E+02   0.00000E+00   0.14984E+02   0.15035E+02   0.15070E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.10224E+02   0.38999E+02  -0.10803E+03  -0.65638E+02   0.28422E-02   0.90547E-06   0.35838E-03       0.16     246.70     0.0000  0.00   0.31523E-01   0.22753E+00    15.0344    15.0434    15.0463    15.0503    15.0675
   2022      6      1   12.00      8040.00   0.15997E+02   0.00000E+00   0.15997E+02   0.16135E+02   0.16207E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.16802E+02   0.74772E+02  -0.16573E+03  -0.99930E+02   0.45649E-02   0.20509E-05   0.18446E-02       0.16     286.56     0.0000  0.00   0.84913E-01  -0.17766E+00    16.1307    16.1571    16.1633    16.1710    16.1966
   2022      6      2   12.00      8064.00   0.17637E+02   0.00000E+00   0.17637E+02   0.17731E+02   0.17801E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.12072E+02   0.68809E+02  -0.17374E+03  -0.11381E+03   0.26290E-02   0.15274E-05   0.66733E-03       0.16     326.62     0.0000  0.00  -0.89896E-02  -0.33024E+00    17.7292    17.7442    17.7493    17.7577    17.7867
   2022      6      3   12.00      8088.00   0.17679E+02   0.00000E+00   0.17679E+02   0.18006E+02   0.18136E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.11366E+02   0.14685E+03  -0.24743E+03  -0.13342E+03   0.61602E-02   0.40333E-05   0.76434E-02       0.16     313.38     0.0000  0.00  -0.14425E+00  -0.20624E+01    18.0021    18.0499    18.0618    18.0749    18.1092
   2022      6      4   12.00      8112.00   0.18145E+02   0.00000E+00   0.18145E+02   0.18288E+02   0.18377E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.11517E+02   0.87828E+02  -0.20017E+03  -0.13279E+03   0.31811E-02   0.24666E-05   0.14550E-02       0.16     325.23     0.0000  0.00  -0.17822E-01   0.22331E+00    18.2855    18.3067    18.3136    18.3244    18.3588
   2022      6      5   12.00      8136.00   0.18335E+02   0.00000E+00   0.18335E+02   0.18583E+02   0.18696E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.17512E+02   0.11461E+03  -0.23284E+03  -0.13350E+03   0.47406E-02   0.36332E-05   0.28597E-02       0.16     302.85     0.0000  0.00   0.80117E-01   0.13504E+01    18.5807    18.6174    18.6272    18.6399    18.6732
   2022      6      6   12.00      8160.00   0.18513E+02   0.00000E+00   0.18513E+02   0.18665E+02   0.18747E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.70414E+01   0.85076E+02  -0.17686E+03  -0.11163E+03   0.38100E-02   0.23774E-05   0.10415E-02       0.16     269.57     0.0000  0.00   0.52546E-01   0.69179E+00    18.6637    18.6871    18.6935    18.7031    18.7320
   2022      6      7   12.00      8184.00   0.19902E+02   0.00000E+00   0.19902E+02   0.19980E+02   0.20037E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.53414E+01   0.60588E+02  -0.14641E+03  -0.10408E+03   0.20371E-02   0.13949E-05   0.35432E-03       0.16     290.02     0.0000  0.00   0.19762E-02  -0.96459E-01    19.9782    19.9903    19.9945    20.0014    20.0277
   2022      6      8   12.00      8208.00   0.20960E+02   0.00000E+00   0.20960E+02   0.21142E+02   0.21231E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.10627E+02   0.10758E+03  -0.20498E+03  -0.11833E+03   0.37115E-02   0.29301E-05   0.12410E-02       0.16     304.11     0.0000  0.00   0.28341E-01  -0.12666E+01    21.1401    21.1657    21.1727    21.1831    21.2123
   2022      6      9   12.00      8232.00   0.20266E+02   0.00000E+00   0.20266E+02   0.20532E+02   0.20655E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.21048E+02   0.14108E+03  -0.25885E+03  -0.13753E+03   0.52746E-02   0.40978E-05   0.34065E-02       0.16     287.85     0.0000  0.00   0.11286E+00  -0.45748E+00    20.5304    20.5691    20.5797    20.5939    20.6270
   2022      6     10   12.00      8256.00   0.18471E+02   0.00000E+00   0.18471E+02   0.18926E+02   0.19098E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.30038E+02   0.15126E+03  -0.28613E+03  -0.16041E+03   0.63447E-02   0.47664E-05   0.10289E-01       0.16     290.81     0.0000  0.00   0.14507E+00  -0.24114E+01    18.9264    18.9835    18.9977    19.0144    19.0541
   2022      6     11   12.00      8280.00   0.17816E+02   0.00000E+00   0.17816E+02   0.18028E+02   0.18166E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.30457E+02   0.10351E+03  -0.25525E+03  -0.17632E+03   0.33347E-02   0.29474E-05   0.32152E-02       0.16     330.77     0.0000  0.00   0.21696E-01  -0.86419E+00    18.0240    18.0589    18.0688    18.0846    18.1264
   2022      6     12   12.00      8304.00   0.16612E+02   0.00000E+00   0.16612E+02   0.17028E+02   0.17202E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.66378E+02   0.14002E+03  -0.32584E+03  -0.18349E+03   0.50940E-02   0.58395E-05   0.41582E-02       0.16     301.35     0.0000  0.00  -0.66301E-01   0.26361E+01    17.0259    17.0823    17.0977    17.1167    17.1603
   2022      6     13   12.00      8328.00   0.14482E+02   0.00000E+00   0.14482E+02   0.14808E+02   0.14947E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.54645E+02   0.94360E+02  -0.24460E+03  -0.15688E+03   0.39881E-02   0.37427E-05   0.20603E-02       0.16     235.86     0.0000  0.00  -0.46782E-02   0.21400E+01    14.8040    14.8532    14.8658    14.8813    14.9199
   2022      6     14   12.00      8352.00   0.13812E+02   0.00000E+00   0.13812E+02   0.14034E+02   0.14141E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.40609E+02   0.73993E+02  -0.19187E+03  -0.13164E+03   0.37499E-02   0.26681E-05   0.11684E-02       0.16     210.14     0.0000  0.00   0.39387E-01   0.13583E+01    14.0296    14.0670    14.0767    14.0889    14.1225
   2022      6     15   12.00      8376.00   0.14123E+02   0.00000E+00   0.14123E+02   0.14238E+02   0.14322E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.21418E+02   0.54173E+02  -0.15632E+03  -0.13741E+03   0.29537E-02   0.19027E-05   0.52260E-03       0.16     258.95     0.0000  0.00   0.33087E-01   0.64588E+00    14.2363    14.2564    14.2630    14.2731    14.3077
   2022      6     16   12.00      8400.00   0.16470E+02   0.00000E+00   0.16470E+02   0.16529E+02   0.16588E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.12232E+02   0.45565E+02  -0.13852E+03  -0.11497E+03   0.15528E-02   0.10344E-05   0.37824E-04       0.16     274.73     0.0000  0.00   0.44550E-02  -0.18698E+00    16.5274    16.5359    16.5403    16.5480    16.5786
   2022      6     17   12.00      8424.00   0.17579E+02   0.00000E+00   0.17579E+02   0.17643E+02   0.17687E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.14194E+02   0.46015E+02  -0.12118E+03  -0.67545E+02   0.17307E-02   0.12213E-05   0.46682E-04       0.16     175.56     0.0000  0.00   0.68438E-02  -0.19783E+00    17.6421    17.6515    17.6556    17.6614    17.6788
   2022      6     18   12.00      8448.00   0.17102E+02   0.00000E+00   0.17102E+02   0.17171E+02   0.17215E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.16173E+02   0.43065E+02  -0.10846E+03  -0.57292E+02   0.26416E-02   0.15444E-05   0.15888E-03       0.16     129.43     0.0000  0.00   0.29441E-01   0.13719E+00    17.1705    17.1823    17.1866    17.1922    17.2075
   2022      6     19   12.00      8472.00   0.17401E+02   0.00000E+00   0.17401E+02   0.17467E+02   0.17525E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.15809E+02   0.49283E+02  -0.12477E+03  -0.10107E+03   0.29469E-02   0.17123E-05   0.23122E-03       0.16     230.11     0.0000  0.00   0.36983E-01   0.24632E-01    17.4656    17.4773    17.4817    17.4890    17.5166
   2022      6     20   12.00      8496.00   0.19066E+02   0.00000E+00   0.19066E+02   0.19227E+02   0.19324E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.28358E+02   0.90208E+02  -0.20982E+03  -0.14158E+03   0.39666E-02   0.30758E-05   0.14103E-02       0.16     323.79     0.0000  0.00   0.64017E-01   0.70933E+00    19.2254    19.2501    19.2574    19.2690    19.3034
   2022      6     21   12.00      8520.00   0.18640E+02   0.00000E+00   0.18640E+02   0.18990E+02   0.19141E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.50234E+02   0.12973E+03  -0.27466E+03  -0.15641E+03   0.58171E-02   0.60394E-05   0.83023E-02       0.16     302.44     0.0000  0.00   0.86373E-01   0.36809E+01    18.9854    19.0385    19.0525    19.0682    19.1052
   2022      6     22   12.00      8544.00   0.16499E+02   0.00000E+00   0.16499E+02   0.16958E+02   0.17107E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.56529E+02   0.11931E+03  -0.23877E+03  -0.12201E+03   0.64271E-02   0.75423E-05   0.13472E-01       0.16     184.37     0.0000  0.00   0.72426E-01   0.54161E+01    16.9555    17.0147    17.0298    17.0434    17.0716
   2022      6     23   12.00      8568.00   0.14501E+02   0.00000E+00   0.14501E+02   0.14684E+02   0.14769E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.30661E+02   0.62137E+02  -0.13346E+03  -0.86751E+02   0.41331E-02   0.28458E-05   0.28244E-02       0.16     113.54     0.0000  0.00   0.45331E-01   0.20163E+01    14.6787    14.7131    14.7222    14.7311    14.7533
   2022      6     24   12.00      8592.00   0.14691E+02   0.00000E+00   0.14691E+02   0.14816E+02   0.14890E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.20276E+02   0.58689E+02  -0.13062E+03  -0.10845E+03   0.43005E-02   0.23013E-05   0.24687E-02       0.16     198.32     0.0000  0.00   0.72004E-01   0.11953E+01    14.8109    14.8372    14.8441    14.8523    14.8792
   2022      6     25   12.00      8616.00   0.15587E+02   0.00000E+00   0.15587E+02   0.15779E+02   0.15879E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.21170E+02   0.83993E+02  -0.15454E+03  -0.11061E+03   0.66724E-02   0.40366E-05   0.12045E-01       0.16     221.66     0.0000  0.00   0.15608E+00   0.33560E+01    15.7718    15.8127    15.8225    15.8322    15.8595
   2022      6     26   12.00      8640.00   0.15336E+02   0.00000E+00   0.15336E+02   0.15608E+02   0.15712E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.28971E+02   0.82318E+02  -0.14203E+03  -0.81233E+02   0.95758E-02   0.26305E-04   0.67041E-01       0.16     148.50     0.0000  0.00   0.30033E+00   0.89207E+01    15.6046    15.6494    15.6614    15.6702    15.6909
   2022      6     27   12.00      8664.00   0.14714E+02   0.00000E+00   0.14714E+02   0.14938E+02   0.15031E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.26388E+02   0.64082E+02  -0.11635E+03  -0.82325E+02   0.87786E-02   0.22625E-04   0.56821E-01       0.16     145.69     0.0000  0.00   0.22290E+00   0.90504E+01    14.9374    14.9743    14.9852    14.9940    15.0161
   2022      6     28   12.00      8688.00   0.15419E+02   0.00000E+00   0.15419E+02   0.15531E+02   0.15590E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.18420E+02   0.53710E+02  -0.10609E+03  -0.83425E+02   0.45044E-02   0.28417E-05   0.37428E-02       0.16     174.94     0.0000  0.00   0.37788E-01   0.26585E+01    15.5256    15.5513    15.5579    15.5641    15.5835
   2022      6     29   12.00      8712.00   0.16671E+02   0.00000E+00   0.16671E+02   0.16714E+02   0.16749E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.83554E+01   0.36034E+02  -0.85035E+02  -0.74381E+02   0.22766E-02   0.10924E-05   0.12852E-03       0.16     187.27     0.0000  0.00   0.16446E-01   0.38409E+00    16.7132    16.7212    16.7242    16.7284    16.7454
   2022      6     30   12.00      8736.00   0.18274E+02   0.00000E+00   0.18274E+02   0.18376E+02   0.18440E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.92558E+01   0.74700E+02  -0.13883E+03  -0.10415E+03   0.41662E-02   0.21644E-05   0.22559E-02       0.16     259.57     0.0000  0.00   0.73736E-01   0.79326E+00    18.3726    18.3920    18.3973    18.4047    18.4308
   2022      7      1   12.00      8760.00   0.18635E+02   0.00000E+00   0.18635E+02   0.18962E+02   0.19082E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.29127E+02   0.10598E+03  -0.18636E+03  -0.91432E+02   0.68709E-02   0.47508E-05   0.13942E-01       0.16     200.99     0.0000  0.00   0.16739E+00   0.34902E+01    18.9586    19.0076    19.0183    19.0279    19.0502
   2022      7      2   12.00      8784.00   0.17135E+02   0.00000E+00   0.17135E+02   0.17303E+02   0.17378E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.25247E+02   0.61545E+02  -0.11867E+03  -0.71497E+02   0.54330E-02   0.29138E-05   0.63607E-02       0.16     130.25     0.0000  0.00   0.11186E+00   0.19984E+01    17.2970    17.3317    17.3393    17.3461    17.3637
   2022      7      3   12.00      8808.00   0.17783E+02   0.00000E+00   0.17783E+02   0.17842E+02   0.17883E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.14896E+02   0.38477E+02  -0.92725E+02  -0.66167E+02   0.28897E-02   0.14175E-05   0.27240E-03       0.16     156.25     0.0000  0.00   0.30566E-01   0.42939E+00    17.8409    17.8522    17.8559    17.8609    17.8785
   2022      7      4   12.00      8832.00   0.17501E+02   0.00000E+00   0.17501E+02   0.17656E+02   0.17718E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.26680E+02   0.56027E+02  -0.12619E+03  -0.58181E+02   0.35160E-02   0.21641E-05   0.12356E-02       0.16     114.72     0.0000  0.00   0.13184E-01   0.16227E+01    17.6528    17.6802    17.6869    17.6935    17.7088
   2022      7      5   12.00      8856.00   0.16049E+02   0.00000E+00   0.16049E+02   0.16183E+02   0.16240E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.22937E+02   0.47097E+02  -0.10622E+03  -0.62779E+02   0.33456E-02   0.21642E-05   0.10588E-02       0.16      97.96     0.0000  0.00   0.14130E-01   0.14692E+01    16.1794    16.2040    16.2104    16.2166    16.2322
   2022      7      6   12.00      8880.00   0.15688E+02   0.00000E+00   0.15688E+02   0.15813E+02   0.15868E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.22865E+02   0.46320E+02  -0.99231E+02  -0.60552E+02   0.41875E-02   0.23942E-05   0.26641E-02       0.16     104.09     0.0000  0.00   0.47608E-01   0.19687E+01    15.8079    15.8343    15.8410    15.8468    15.8618
   2022      7      7   12.00      8904.00   0.15374E+02   0.00000E+00   0.15374E+02   0.15489E+02   0.15547E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.20311E+02   0.47510E+02  -0.10134E+03  -0.79338E+02   0.41681E-02   0.23006E-05   0.24955E-02       0.16     145.66     0.0000  0.00   0.56963E-01   0.16244E+01    15.4840    15.5082    15.5144    15.5207    15.5403
   2022      7      8   12.00      8928.00   0.16553E+02   0.00000E+00   0.16553E+02   0.16610E+02   0.16649E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.11714E+02   0.39613E+02  -0.97540E+02  -0.80708E+02   0.28104E-02   0.16897E-05   0.26586E-03       0.16     184.12     0.0000  0.00   0.27275E-01  -0.42268E+00    16.6084    16.6196    16.6232    16.6277    16.6446
   2022      7      9   12.00      8952.00   0.17701E+02   0.00000E+00   0.17701E+02   0.17836E+02   0.17911E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.62391E+01   0.71408E+02  -0.13601E+03  -0.10954E+03   0.56679E-02   0.43532E-05   0.87279E-02       0.16     253.32     0.0000  0.00   0.81703E-01  -0.36262E+01    17.8299    17.8564    17.8637    17.8719    17.8987
   2022      7     10   12.00      8976.00   0.19334E+02   0.00000E+00   0.19334E+02   0.19512E+02   0.19612E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.83882E+01   0.99510E+02  -0.18446E+03  -0.12464E+03   0.60077E-02   0.39474E-05   0.82746E-02       0.16     292.17     0.0000  0.00   0.12460E+00  -0.22612E+01    19.5062    19.5419    19.5505    19.5608    19.5919
   2022      7     11   12.00      9000.00   0.19460E+02   0.00000E+00   0.19460E+02   0.19646E+02   0.19737E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.20339E+02   0.94165E+02  -0.18419E+03  -0.10769E+03   0.51091E-02   0.30309E-05   0.30286E-02       0.16     232.02     0.0000  0.00   0.10683E+00  -0.56188E-02    19.6420    19.6735    19.6816    19.6919    19.7195
   2022      7     12   12.00      9024.00   0.19088E+02   0.00000E+00   0.19088E+02   0.19281E+02   0.19375E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.24011E+02   0.90001E+02  -0.17013E+03  -0.10482E+03   0.57642E-02   0.34116E-05   0.61071E-02       0.16     214.93     0.0000  0.00   0.12460E+00  -0.17135E+01    19.2759    19.3114    19.3202    19.3301    19.3568
   2022      7     13   12.00      9048.00   0.18663E+02   0.00000E+00   0.18663E+02   0.18884E+02   0.18987E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.29634E+02   0.97799E+02  -0.18452E+03  -0.10438E+03   0.61294E-02   0.39432E-05   0.71271E-02       0.16     197.41     0.0000  0.00   0.14738E+00  -0.63001E+00    18.8795    18.9202    18.9299    18.9406    18.9662
   2022      7     14   12.00      9072.00   0.17259E+02   0.00000E+00   0.17259E+02   0.17452E+02   0.17534E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.31357E+02   0.71958E+02  -0.14713E+03  -0.78964E+02   0.47783E-02   0.29951E-05   0.31830E-02       0.16     122.28     0.0000  0.00   0.83552E-01   0.15419E+01    17.4473    17.4827    17.4914    17.5002    17.5204
   2022      7     15   12.00      9096.00   0.16654E+02   0.00000E+00   0.16654E+02   0.16729E+02   0.16778E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.17242E+02   0.38464E+02  -0.92493E+02  -0.74952E+02   0.29278E-02   0.15228E-05   0.35180E-03       0.16     135.42     0.0000  0.00   0.30706E-01   0.49459E+00    16.7272    16.7414    16.7459    16.7519    16.7713
   2022      7     16   12.00      9120.00   0.17458E+02   0.00000E+00   0.17458E+02   0.17540E+02   0.17596E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.19632E+02   0.50295E+02  -0.12048E+03  -0.80751E+02   0.30395E-02   0.17749E-05   0.29806E-03       0.16     168.30     0.0000  0.00   0.34691E-01  -0.44997E+00    17.5392    17.5536    17.5584    17.5653    17.5865
   2022      7     17   12.00      9144.00   0.16582E+02   0.00000E+00   0.16582E+02   0.16798E+02   0.16895E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.32860E+02   0.73817E+02  -0.16830E+03  -0.89727E+02   0.48743E-02   0.31443E-05   0.47469E-02       0.16     145.11     0.0000  0.00   0.96298E-01   0.10272E+01    16.7947    16.8319    16.8411    16.8511    16.8739
   2022      7     18   12.00      9168.00   0.14588E+02   0.00000E+00   0.14588E+02   0.14930E+02   0.15079E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.43347E+02   0.93229E+02  -0.21750E+03  -0.13769E+03   0.64834E-02   0.58365E-05   0.12351E-01       0.16     197.43     0.0000  0.00   0.12878E+00   0.41480E+01    14.9224    14.9820    14.9969    15.0110    15.0441
   2022      7     19   12.00      9192.00   0.13547E+02   0.00000E+00   0.13547E+02   0.13881E+02   0.14017E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.35366E+02   0.84787E+02  -0.19087E+03  -0.12682E+03   0.58641E-02   0.48352E-05   0.10228E-01       0.16     180.54     0.0000  0.00   0.91901E-02   0.47935E+01    13.8706    13.9341    13.9485    13.9613    13.9926
   2022      7     20   12.00      9216.00   0.12283E+02   0.00000E+00   0.12283E+02   0.12619E+02   0.12727E+02   0.00000E+00   0.00000E+00   0.23254E+00   0.30670E+02   0.72128E+02  -0.13830E+03  -0.91860E+02   0.10417E-01   0.11980E-03   0.12065E+00       0.17     110.07     0.0000  0.00  -0.26911E-01   0.16431E+02    12.6212    12.6598    12.6726    12.6833    12.7081
