flux,chamber,pond,datetime_start,datetime_end,slope_ppm_hr,n_obs_included_in_lm,r2,air_temp,sur_wat_temp,umol_m2_hr,mmol_m2_hr,date,time,time24
55,2,B,7/4/24 11:30,7/4/24 11:44,6.716204267,29,0.082440438,14.39655172,13.05551724,97.60892189,0.097608922,7/4/24,11:30:51,11.5
56,2,B,7/4/24 11:56,7/4/24 12:09,7.357589978,29,0.127496385,14.70689655,13.05448276,106.8151185,0.106815118,7/4/24,11:56:00,11.93333333
57,2,B,7/4/24 12:21,7/4/24 12:35,4.673169424,29,0.054508084,14.83448276,13.03275862,67.81350976,0.06781351,7/4/24,12:21:08,12.35
58,2,B,7/4/24 12:46,7/4/24 13:00,9.43480671,29,0.183286767,14.8137931,13.05275862,136.9206352,0.136920635,7/4/24,12:46:17,12.76666667
59,2,B,7/4/24 13:11,7/4/24 13:25,3.581638022,29,0.032907939,14.67931034,13.04586207,52.00204924,0.052002049,7/4/24,13:11:25,13.18333333
60,2,B,7/4/24 13:36,7/4/24 13:50,1.194901677,29,0.004523706,14.76206897,13.01241379,17.34387295,0.017343873,7/4/24,13:36:33,13.6
61,2,B,7/4/24 14:01,7/4/24 14:15,-1.656384189,29,0.007706554,15.31034483,13.08448276,-23.99654636,-0.023996546,7/4/24,14:01:42,14.01666667
62,2,B,7/4/24 14:26,7/4/24 14:40,4.509317116,29,0.052293886,15.21724138,13.11310345,65.34895373,0.065348954,7/4/24,14:26:50,14.43333333
63,2,B,7/4/24 14:51,7/4/24 15:05,1.341525519,29,0.004523681,15.34827586,13.18517241,19.43253685,0.019432537,7/4/24,14:51:58,14.85
64,2,B,7/4/24 15:17,7/4/24 15:31,3.595407825,29,0.023056693,15.64137931,13.23586207,52.02807022,0.05202807,7/4/24,15:17:06,15.28333333
65,2,B,7/4/24 15:42,7/4/24 15:56,9.667266215,29,0.220233418,15.63103448,13.28172414,139.8971264,0.139897126,7/4/24,15:42:15,15.7
66,2,B,7/4/24 16:07,7/4/24 16:21,5.274785463,29,0.072295378,15.87931034,13.34068966,76.26700597,0.076267006,7/4/24,16:07:23,16.11666667
67,2,B,7/4/24 16:32,7/4/24 16:46,-1.927991264,29,0.011091692,15.8137931,13.40310345,-27.88273786,-0.027882738,7/4/24,16:32:31,16.53333333
68,2,B,7/4/24 16:57,7/4/24 17:11,-0.919683878,29,0.002867849,15.83448276,13.40103448,-13.29957715,-0.013299577,7/4/24,16:57:39,16.95
69,2,B,7/4/24 17:22,7/4/24 17:36,-3.242196812,29,0.04998968,16.3137931,13.45172414,-46.80787325,-0.046807873,7/4/24,17:22:48,17.36666667
70,2,B,7/4/24 17:47,7/4/24 18:01,0.165790987,29,9.27599935185948e-05,16.16551724,13.50241379,2.394765398,0.002394765,7/4/24,17:47:56,17.78333333
71,2,B,7/4/24 18:13,7/4/24 18:26,2.220319844,29,0.015401083,16.32758621,13.56448276,32.05342053,0.032053421,7/4/24,18:13:04,18.21666667
72,2,B,7/4/24 18:38,7/4/24 18:52,0.47547614,29,0.000854255,16.35862069,13.6062069,6.863426893,0.006863427,7/4/24,18:38:12,18.63333333
73,2,B,7/4/24 19:03,7/4/24 19:17,0.803367974,29,0.003788234,16.52413793,13.65758621,11.58987028,0.01158987,7/4/24,19:03:21,19.05
74,2,B,7/4/24 19:28,7/4/24 19:42,1.664118916,29,0.006262128,16.40344828,13.68586207,24.01758849,0.024017588,7/4/24,19:28:29,19.46666667
75,2,B,7/4/24 19:53,7/4/24 20:07,2.312730172,29,0.019424294,16.17586207,13.6937931,33.40500137,0.033405001,7/4/24,19:53:37,19.88333333
76,2,B,7/4/24 20:18,7/4/24 20:32,-3.212063192,29,0.027900357,16.4,13.69793103,-46.35902516,-0.046359025,7/4/24,20:18:46,20.3
77,2,B,7/4/24 20:43,7/4/24 20:57,2.437931599,29,0.031220101,16.28275862,13.70137931,35.20040141,0.035200401,7/4/24,20:43:54,20.71666667
78,2,B,7/4/24 21:09,7/4/24 21:22,2.010122542,29,0.009668132,16.29310345,13.70034483,29.02238583,0.029022386,7/4/24,21:09:02,21.15
79,2,B,7/4/24 21:34,7/4/24 21:48,-1.076831506,29,0.004991693,16.32413793,13.71241379,-15.54575317,-0.015545753,7/4/24,21:34:10,21.56666667
80,2,B,7/4/24 21:59,7/4/24 22:13,3.712457907,29,0.051923499,16.11724138,13.69,53.63349121,0.053633491,7/4/24,21:59:19,21.98333333
81,2,B,7/4/24 22:24,7/4/24 22:38,-0.841876462,29,0.002670222,16.04137931,13.63689655,-12.16569174,-0.012165692,7/4/24,22:24:27,22.4
82,2,B,7/4/24 22:49,7/4/24 23:03,1.103091626,29,0.004880495,15.86551724,13.64275862,15.95012939,0.015950129,7/4/24,22:49:35,22.81666667
83,2,B,7/4/24 23:14,7/4/24 23:28,1.82194098,29,0.009724749,15.96551724,13.62586207,26.33520396,0.026335204,7/4/24,23:14:43,23.23333333
84,2,B,7/4/24 23:39,7/4/24 23:53,-0.439450334,29,0.000756037,15.84137931,13.59517241,-6.354753282,-0.006354753,7/4/24,23:39:52,23.65
85,2,B,7/5/24 0:05,7/5/24 0:18,2.43235224,29,0.042152965,15.83793103,13.54827586,35.17390166,0.035173902,7/5/24,0:05:00,0.083333333
86,2,B,7/5/24 0:30,7/5/24 0:44,-6.103055656,29,0.099161148,15.84827586,13.55724138,-88.25226535,-0.088252265,7/5/24,0:30:08,0.5
87,2,B,7/5/24 0:55,7/5/24 1:09,-4.546518973,29,0.125379419,15.72413793,13.51655172,-65.77246656,-0.065772467,7/5/24,0:55:17,0.916666667
88,2,B,7/5/24 1:20,7/5/24 1:34,-1.619996327,29,0.02094794,15.73448276,13.47655172,-23.43492666,-0.023434927,7/5/24,1:20:25,1.333333333
89,2,B,7/5/24 1:45,7/5/24 1:59,1.50117769,29,0.006997354,15.60344828,13.44482759,21.72594649,0.021725946,7/5/24,1:45:33,1.75
90,2,B,7/5/24 2:10,7/5/24 2:24,0.885355448,29,0.002025909,15.43103448,13.44310345,12.821052,0.012821052,7/5/24,2:10:41,2.166666667
91,2,B,7/5/24 2:35,7/5/24 2:49,-0.975691143,29,0.003376263,15.3137931,13.39241379,-14.13496822,-0.014134968,7/5/24,2:35:49,2.583333333
92,2,B,7/5/24 3:00,7/5/24 3:14,-7.544664697,29,0.121186654,15.28275862,13.35448276,-109.312328,-0.109312328,7/5/24,3:00:57,3
93,2,B,7/5/24 3:26,7/5/24 3:40,-0.763374662,29,0.002064653,15.20344828,13.30586207,-11.06334294,-0.011063343,7/5/24,3:26:06,3.433333333
94,2,B,7/5/24 3:51,7/5/24 4:05,-7.759499148,29,0.268134114,15.15172414,13.30275862,-112.476096,-0.112476096,7/5/24,3:51:14,3.85
95,2,B,7/5/24 4:16,7/5/24 4:30,-1.48126589,29,0.010320126,15.02758621,13.26482759,-21.48060981,-0.02148061,7/5/24,4:16:22,4.266666667
96,2,B,7/5/24 4:41,7/5/24 4:55,-1.721220228,29,0.013743727,14.90344828,13.24241379,-24.97106967,-0.02497107,7/5/24,4:41:30,4.683333333
97,2,B,7/5/24 5:06,7/5/24 5:20,-4.991542474,29,0.134513906,14.78965517,13.19,-72.44477605,-0.072444776,7/5/24,5:06:38,5.1
98,2,B,7/5/24 5:31,7/5/24 5:45,-0.018786754,29,1.58157285835396e-06,14.67586207,13.15344828,-0.272769442,-0.000272769,7/5/24,5:31:47,5.516666667
99,2,B,7/5/24 5:56,7/5/24 6:10,-2.175361509,29,0.034144938,14.64827586,13.1037931,-31.5876295,-0.031587629,7/5/24,5:56:55,5.933333333
100,2,B,7/5/24 6:22,7/5/24 6:35,-0.528285171,29,0.001571174,14.56896552,13.07965517,-7.673150453,-0.00767315,7/5/24,6:22:04,6.366666667
101,2,B,7/5/24 6:47,7/5/24 7:01,1.342872663,29,0.003782646,14.3862069,13.04862069,19.51713549,0.019517135,7/5/24,6:47:13,6.783333333
102,2,B,7/5/24 7:12,7/5/24 7:26,-3.775138712,29,0.063857239,14.34827586,13.02793103,-54.87461076,-0.054874611,7/5/24,7:12:21,7.2
103,2,B,7/5/24 7:37,7/5/24 7:51,-3.67564509,29,0.05941947,14.35517241,13.01448276,-53.42711108,-0.053427111,7/5/24,7:37:29,7.616666667
104,2,B,7/5/24 8:02,7/5/24 8:16,2.45292197,29,0.027385164,14.46551724,12.98862069,35.64061615,0.035640616,7/5/24,8:02:38,8.033333333
105,2,B,7/5/24 8:27,7/5/24 8:41,-3.281612065,29,0.037159121,14.73793103,12.98103448,-47.63624988,-0.04763625,7/5/24,8:27:46,8.45
106,2,B,7/5/24 8:52,7/5/24 9:06,3.046868989,29,0.029478889,14.96551724,12.99344828,44.19375615,0.044193756,7/5/24,8:52:54,8.866666667
107,2,B,7/5/24 9:18,7/5/24 9:31,-2.920565417,29,0.068361354,14.99655172,13.03103448,-42.35720502,-0.042357205,7/5/24,9:18:02,9.3
108,2,B,7/5/24 9:43,7/5/24 9:57,2.906692585,29,0.057015925,15.12413793,13.03068966,42.13734851,0.042137349,7/5/24,9:43:10,9.716666667
109,2,B,7/5/24 10:08,7/5/24 10:22,4.302129109,29,0.051929851,15.41034483,13.08689655,62.30466638,0.062304666,7/5/24,10:08:19,10.13333333
110,2,B,7/5/24 10:33,7/5/24 10:47,10.60551435,29,0.270129107,15.80344828,13.11172414,153.3831448,0.153383145,7/5/24,10:33:27,10.55
111,2,B,7/5/24 10:58,7/5/24 11:12,4.818726143,29,0.098097859,16.84482759,13.21034483,69.44096972,0.06944097,7/5/24,10:58:36,10.96666667
112,2,B,7/5/24 11:23,7/5/24 11:37,2.266032708,29,0.0334429,17.17241379,13.30137931,32.61815496,0.032618155,7/5/24,11:23:44,11.38333333
113,2,B,7/5/24 11:48,7/5/24 12:02,11.26830243,29,0.348470689,17.77241379,13.42172414,161.8657991,0.161865799,7/5/24,11:48:52,11.8
114,2,B,7/5/24 12:14,7/5/24 12:27,8.042904465,29,0.25914822,18.39310345,13.48896552,115.2879511,0.115287951,7/5/24,12:14:01,12.23333333
115,2,B,7/5/24 12:39,7/5/24 12:53,3.869537701,29,0.102295848,17.9,13.59655172,55.56038702,0.055560387,7/5/24,12:39:09,12.65
116,2,B,7/5/24 13:04,7/5/24 13:18,11.46315295,29,0.32664461,18.24482759,13.66793103,164.3978116,0.164397812,7/5/24,13:04:17,13.06666667
117,2,B,7/5/24 13:29,7/5/24 13:43,5.595830696,29,0.202103326,18.77241379,13.80931034,80.10708128,0.080107081,7/5/24,13:29:25,13.48333333
118,2,B,7/5/24 13:54,7/5/24 14:08,11.08280301,29,0.403257451,19.2,13.92241379,158.4237537,0.158423754,7/5/24,13:54:35,13.9
119,2,B,7/5/24 14:19,7/5/24 14:33,10.02679896,29,0.51859147,20.3137931,14.0362069,142.7846641,0.142784664,7/5/24,14:19:43,14.31666667
120,2,B,7/5/24 14:44,7/5/24 14:58,6.946762177,29,0.328071476,20.85862069,14.20241379,98.74068821,0.098740688,7/5/24,14:44:51,14.73333333
121,2,B,7/5/24 15:10,7/5/24 15:23,8.2445893,29,0.438669964,20.67931034,14.39931034,117.2594071,0.117259407,7/5/24,15:10:00,15.16666667
122,2,B,7/5/24 15:35,7/5/24 15:49,9.257622198,29,0.396534833,20.63103448,14.52965517,131.6889943,0.131688994,7/5/24,15:35:08,15.58333333
123,2,B,7/5/24 16:00,7/5/24 16:14,8.891780586,29,0.473436831,22.08965517,14.7337931,125.8600302,0.12586003,7/5/24,16:00:17,16
124,2,B,7/5/24 16:25,7/5/24 16:39,9.560171399,29,0.492245649,21.41034483,14.97482759,135.6329421,0.135632942,7/5/24,16:25:25,16.41666667
125,2,B,7/5/24 16:50,7/5/24 17:04,6.988581446,29,0.319831065,21.29310345,15.09827586,99.18852402,0.099188524,7/5/24,16:50:34,16.83333333
126,2,B,7/5/24 17:15,7/5/24 17:29,5.438165995,29,0.26673984,20.87241379,15.14103448,77.29400391,0.077294004,7/5/24,17:15:42,17.25
127,2,B,7/5/24 17:40,7/5/24 17:54,11.05545476,29,0.563840299,20.9,15.26,157.1191828,0.157119183,7/5/24,17:40:50,17.66666667
128,2,B,7/5/24 18:05,7/5/24 18:19,10.98455535,29,0.447619364,19.95517241,15.32689655,156.6147936,0.156614794,7/5/24,18:05:59,18.08333333
129,2,B,7/5/24 18:31,7/5/24 18:45,6.304268774,29,0.176811173,20.75517241,15.37931034,89.63988169,0.089639882,7/5/24,18:31:07,18.51666667
130,2,B,7/5/24 18:56,7/5/24 19:10,1.499887141,29,0.028370135,19.68275862,15.37758621,21.40487553,0.021404876,7/5/24,18:56:15,18.93333333
131,2,B,7/5/24 19:21,7/5/24 19:35,12.7894761,29,0.326733622,17.75172414,15.28862069,183.730071,0.183730071,7/5/24,19:21:24,19.35
132,2,B,7/5/24 19:46,7/5/24 20:00,5.654156656,29,0.08166991,17.12758621,15.26689655,81.40069585,0.081400696,7/5/24,19:46:32,19.76666667
133,2,B,7/5/24 20:11,7/5/24 20:25,6.018536982,29,0.1101277,17.13448276,15.19931034,86.64447925,0.086644479,7/5/24,20:11:40,20.18333333
134,2,B,7/5/24 20:36,7/5/24 20:50,2.317305524,29,0.021602452,16.65517241,15.11275862,33.4157296,0.03341573,7/5/24,20:36:49,20.6
135,2,B,7/5/24 21:01,7/5/24 21:15,2.813467757,29,0.017945141,15.96206897,15.05551724,40.66769,0.04066769,7/5/24,21:01:57,21.01666667
136,2,B,7/5/24 21:27,7/5/24 21:41,4.861327053,29,0.049733882,15.75517241,14.99517241,70.31910038,0.0703191,7/5/24,21:27:05,21.45
137,2,B,7/5/24 21:52,7/5/24 22:06,8.482839352,29,0.162268676,15.55172414,14.92344828,122.790749,0.122790749,7/5/24,21:52:14,21.86666667
138,2,B,7/5/24 22:17,7/5/24 22:31,10.08681428,29,0.205709909,14.68275862,14.84793103,146.4493971,0.146449397,7/5/24,22:17:22,22.28333333
139,2,B,7/5/24 22:42,7/5/24 22:56,-2.684122886,29,0.038377731,14.34137931,14.72310345,-39.01677346,-0.039016773,7/5/24,22:42:30,22.7
140,2,B,7/5/24 23:07,7/5/24 23:21,0.184675981,29,0.000107406,14.22413793,14.63103448,2.685570253,0.00268557,7/5/24,23:07:39,23.11666667
141,2,B,7/5/24 23:32,7/5/24 23:46,2.821312067,29,0.032146194,14.0862069,14.54,41.04740694,0.041047407,7/5/24,23:32:47,23.53333333
142,2,B,7/5/24 23:57,7/6/24 0:11,5.288696795,29,0.064801811,13.77241379,14.43448276,77.0296593,0.077029659,7/5/24,23:57:56,23.95
143,2,B,7/6/24 0:23,7/6/24 0:36,7.235421611,29,0.159770779,13.44482759,14.33689655,105.5040857,0.105504086,7/6/24,0:23:04,0.383333333
144,2,B,7/6/24 0:48,7/6/24 1:02,5.123213331,29,0.068858103,13.87241379,14.25172414,74.59340145,0.074593401,7/6/24,0:48:12,0.8
145,2,B,7/6/24 1:13,7/6/24 1:27,1.78309882,29,0.007619794,13.50689655,14.19862069,25.99481921,0.025994819,7/6/24,1:13:21,1.216666667
146,2,B,7/6/24 1:38,7/6/24 1:52,8.350187266,29,0.147861022,13.64482759,14.10310345,121.6742518,0.121674252,7/6/24,1:38:29,1.633333333
147,2,B,7/6/24 2:03,7/6/24 2:17,3.14626224,29,0.031947156,13.8137931,14.01655172,45.81857703,0.045818577,7/6/24,2:03:38,2.05
148,2,B,7/6/24 2:28,7/6/24 2:42,-2.490987489,29,0.015659971,13.65862069,13.92,-36.29552886,-0.036295529,7/6/24,2:28:46,2.466666667
149,2,B,7/6/24 2:53,7/6/24 3:07,-0.082591211,29,2.40213237421714e-05,13.4,13.8637931,-1.204501106,-0.001204501,7/6/24,2:53:55,2.883333333
150,2,B,7/6/24 3:19,7/6/24 3:32,8.680063631,29,0.151852448,13.31034483,13.80931034,126.6287098,0.12662871,7/6/24,3:19:03,3.316666667
151,2,B,7/6/24 3:44,7/6/24 3:58,5.053471623,29,0.058520479,13.26206897,13.65586207,73.73476498,0.073734765,7/6/24,3:44:12,3.733333333
152,2,B,7/6/24 4:09,7/6/24 4:23,5.119121668,29,0.120055638,13.25862069,13.58344828,74.69355835,0.074693558,7/6/24,4:09:20,4.15
153,2,B,7/6/24 4:34,7/6/24 4:48,5.910358665,29,0.08324987,12.87586207,13.53241379,86.35397165,0.086353972,7/6/24,4:34:29,4.566666667
154,2,B,7/6/24 4:59,7/6/24 5:13,1.538817367,29,0.013498447,13.34482759,13.47758621,22.44626454,0.022446265,7/6/24,4:59:37,4.983333333
155,2,B,7/6/24 5:24,7/6/24 5:38,1.803040228,29,0.005787405,12.82758621,13.42137931,26.34797264,0.026347973,7/6/24,5:24:46,5.4
156,2,B,7/6/24 5:49,7/6/24 6:03,3.521952883,29,0.038270223,12.81724138,13.32137931,51.46844404,0.051468444,7/6/24,5:49:54,5.816666667
157,2,B,7/6/24 6:15,7/6/24 6:28,5.420153178,29,0.060736559,12.56206897,13.24275862,79.27874336,0.079278743,7/6/24,6:15:03,6.25
158,2,B,7/6/24 6:40,7/6/24 6:54,9.431879764,29,0.191022871,12.35862069,13.18793103,138.055214,0.138055214,7/6/24,6:40:12,6.666666667
159,2,B,7/6/24 7:05,7/6/24 7:19,5.158025632,29,0.079051138,12.74137931,13.07413793,75.39737388,0.075397374,7/6/24,7:05:21,7.083333333
160,2,B,7/6/24 7:30,7/6/24 7:44,4.728075131,29,0.075111544,12.65517241,13.03965517,69.13342422,0.069133424,7/6/24,7:30:29,7.5
161,2,B,7/6/24 7:55,7/6/24 8:09,8.293843152,29,0.108926326,12.67586207,12.96827586,121.2629361,0.121262936,7/6/24,7:55:38,7.916666667
162,2,B,7/6/24 8:20,7/6/24 8:34,1.279081706,29,0.004911106,12.29310345,12.92034483,18.72632328,0.018726323,7/6/24,8:20:46,8.333333333
163,2,B,7/6/24 8:45,7/6/24 8:59,3.977342603,29,0.031774911,12.63448276,12.86482759,58.16050133,0.058160501,7/6/24,8:45:55,8.75
164,2,B,7/6/24 9:11,7/6/24 9:24,8.165403446,29,0.138965834,12.80689655,12.8337931,119.330334,0.119330334,7/6/24,9:11:03,9.183333333
165,2,B,7/6/24 9:36,7/6/24 9:50,8.509905425,29,0.287051809,13.18275862,12.77586207,124.2016827,0.124201683,7/6/24,9:36:12,9.6
166,2,B,7/6/24 10:01,7/6/24 10:15,-0.315496029,29,0.000339614,13.02068966,12.73206897,-4.607257982,-0.004607258,7/6/24,10:01:20,10.01666667
167,2,B,7/6/24 10:26,7/6/24 10:40,5.758667165,29,0.071174794,13.17931034,12.72517241,84.04849758,0.084048498,7/6/24,10:26:29,10.43333333
168,2,B,7/6/24 10:51,7/6/24 11:05,12.20268968,29,0.290176129,13.77931034,12.72344828,177.7274199,0.17772742,7/6/24,10:51:37,10.85
169,2,B,7/6/24 11:16,7/6/24 11:30,7.605349813,29,0.146992276,14.25517241,12.72068966,110.5855541,0.110585554,7/6/24,11:16:46,11.26666667
170,2,B,7/6/24 11:41,7/6/24 11:55,10.87516936,29,0.321971988,14.30689655,12.73724138,158.1018967,0.158101897,7/6/24,11:41:54,11.68333333
171,2,B,7/6/24 12:07,7/6/24 12:20,12.54698673,29,0.355961634,13.94137931,12.7362069,182.6388107,0.182638811,7/6/24,12:07:03,12.11666667
172,2,B,7/6/24 12:32,7/6/24 12:46,5.345926169,29,0.099767721,13.9137931,12.67413793,77.82485514,0.077824855,7/6/24,12:32:11,12.53333333
173,2,B,7/6/24 12:57,7/6/24 13:11,9.704819298,29,0.22322233,14.08965517,12.6662069,141.1941945,0.141194194,7/6/24,12:57:20,12.95
174,2,B,7/6/24 13:22,7/6/24 13:36,7.655783288,29,0.190592203,14.28275862,12.65551724,111.308198,0.111308198,7/6/24,13:22:28,13.36666667
175,2,B,7/6/24 13:47,7/6/24 14:01,13.10367855,29,0.393195943,14.48965517,12.69413793,190.3786552,0.190378655,7/6/24,13:47:37,13.78333333
176,2,B,7/6/24 14:12,7/6/24 14:26,7.847285403,29,0.176486103,14.79310345,12.68241379,113.8902511,0.113890251,7/6/24,14:12:45,14.2
177,2,B,7/6/24 14:37,7/6/24 14:51,4.703341912,29,0.064974493,14.72758621,12.70137931,68.27669367,0.068276694,7/6/24,14:37:54,14.61666667
178,2,B,7/6/24 15:03,7/6/24 15:16,1.59530218,29,0.017406222,14.94137931,12.69517241,23.14123215,0.023141232,7/6/24,15:03:02,15.05
179,2,B,7/6/24 15:28,7/6/24 15:42,8.369488029,29,0.188074526,15.43793103,12.73241379,121.1977372,0.121197737,7/6/24,15:28:10,15.46666667
180,2,B,7/6/24 15:53,7/6/24 16:07,10.17890475,29,0.247553845,16.40344828,12.80034483,146.9082187,0.146908219,7/6/24,15:53:18,15.88333333
181,2,B,7/6/24 16:18,7/6/24 16:32,8.829611135,29,0.25732477,16.7,12.89413793,127.3040018,0.127304002,7/6/24,16:18:26,16.3
182,2,B,7/6/24 16:43,7/6/24 16:57,8.03047925,29,0.21468408,17.19310345,12.94241379,115.5856004,0.1155856,7/6/24,16:43:35,16.71666667
183,2,B,7/6/24 17:08,7/6/24 17:22,12.61858173,29,0.420528603,17.16206897,13.03655172,181.643239,0.181643239,7/6/24,17:08:43,17.13333333
184,2,B,7/6/24 17:33,7/6/24 17:47,7.390288605,29,0.351990042,16.96206897,13.01586207,106.4558142,0.106455814,7/6/24,17:33:51,17.55
185,2,B,7/6/24 17:58,7/6/24 18:12,17.07753694,29,0.58737501,16.51034483,13.04344828,246.3825657,0.246382566,7/6/24,17:58:59,17.96666667
186,2,B,7/6/24 18:24,7/6/24 18:38,11.69922108,29,0.335644736,16.26896552,13.04275862,168.9288185,0.168928818,7/6/24,18:24:07,18.4
187,2,B,7/6/24 18:49,7/6/24 19:03,14.35377817,29,0.502485412,15.98275862,13.04758621,207.4639841,0.207463984,7/6/24,18:49:16,18.81666667
188,2,B,7/6/24 19:14,7/6/24 19:28,12.55536094,29,0.408521712,16.03448276,13.05793103,181.4378957,0.181437896,7/6/24,19:14:24,19.23333333
189,2,B,7/6/24 19:39,7/6/24 19:53,9.227047161,29,0.258878471,15.86206897,13.05931034,133.4198797,0.13341988,7/6/24,19:39:32,19.65
190,2,B,7/6/24 20:04,7/6/24 20:18,7.531271436,29,0.191778966,16.02068966,13.05068966,108.8398196,0.10883982,7/6/24,20:04:40,20.06666667
191,2,B,7/6/24 20:29,7/6/24 20:43,5.371514215,29,0.112825493,16.08275862,13.04862069,77.61095601,0.077610956,7/6/24,20:29:49,20.48333333
192,2,B,7/6/24 20:54,7/6/24 21:08,8.155019616,29,0.250640011,16.25172414,13.08103448,117.7599681,0.117759968,7/6/24,20:54:57,20.9
193,2,B,7/6/24 21:20,7/6/24 21:34,5.439492279,29,0.122872491,15.98965517,13.08206897,78.6184522,0.078618452,7/6/24,21:20:06,21.33333333
194,2,B,7/6/24 21:45,7/6/24 21:59,8.443881401,29,0.266794826,15.70344828,13.05,122.1626238,0.122162624,7/6/24,21:45:14,21.75
195,2,B,7/6/24 22:10,7/6/24 22:24,11.73460184,29,0.358796329,15.6862069,13.06965517,169.7815558,0.169781556,7/6/24,22:10:22,22.16666667
196,2,B,7/6/24 22:35,7/6/24 22:49,11.6826943,29,0.301056664,15.42413793,13.01655172,169.1840392,0.169184039,7/6/24,22:35:30,22.58333333
197,2,B,7/6/24 23:00,7/6/24 23:14,1.413259494,29,0.009947344,15.1862069,12.98827586,20.4831391,0.020483139,7/6/24,23:00:39,23
198,2,B,7/6/24 23:25,7/6/24 23:39,7.559205666,29,0.241002625,15.1,12.96482759,109.5924483,0.109592448,7/6/24,23:25:47,23.41666667
199,2,B,7/6/24 23:50,7/7/24 0:04,4.866611612,29,0.102187656,15.07586207,12.91344828,70.56145455,0.070561455,7/6/24,23:50:55,23.83333333
200,2,B,7/7/24 0:16,7/7/24 0:29,0.646638285,29,0.002116622,14.64827586,12.89896552,9.389598228,0.009389598,7/7/24,0:16:04,0.266666667
201,2,B,7/7/24 0:41,7/7/24 0:55,4.38996234,29,0.068209059,14.67586207,12.86206897,63.73892933,0.063738929,7/7/24,0:41:12,0.683333333
202,2,B,7/7/24 1:06,7/7/24 1:20,-0.50864366,29,0.001356448,14.37241379,12.84068966,-7.392915014,-0.007392915,7/7/24,1:06:21,1.1
203,2,B,7/7/24 1:31,7/7/24 1:45,2.252342836,29,0.02230935,14.3,12.78137931,32.7450733,0.032745073,7/7/24,1:31:29,1.516666667
204,2,B,7/7/24 1:56,7/7/24 2:10,0.209998073,29,0.000135553,14.04827586,12.78275862,3.055675735,0.003055676,7/7/24,1:56:37,1.933333333
205,2,B,7/7/24 2:21,7/7/24 2:35,3.00069732,29,0.038931769,14.01724138,12.75137931,43.66777639,0.043667776,7/7/24,2:21:46,2.35
206,2,B,7/7/24 2:46,7/7/24 3:00,3.172286651,29,0.031971178,13.97931034,12.71517241,46.17093606,0.046170936,7/7/24,2:46:55,2.766666667
207,2,B,7/7/24 3:12,7/7/24 3:25,2.191526029,29,0.0199402,14.02413793,12.68068966,31.89151058,0.031891511,7/7/24,3:12:03,3.2
208,2,B,7/7/24 3:37,7/7/24 3:51,-1.90411729,29,0.023178448,14.0862069,12.64344828,-27.70309536,-0.027703095,7/7/24,3:37:11,3.616666667
209,2,B,7/7/24 4:02,7/7/24 4:16,7.296810087,29,0.174349363,14.14482759,12.60655172,106.1399844,0.106139984,7/7/24,4:02:20,4.033333333
210,2,B,7/7/24 4:27,7/7/24 4:41,0.943063779,29,0.003170264,13.93103448,12.56586207,13.72809722,0.013728097,7/7/24,4:27:29,4.45
211,2,B,7/7/24 4:52,7/7/24 5:06,-1.305948264,29,0.008890473,14.05862069,12.55344828,-19.00212998,-0.01900213,7/7/24,4:52:37,4.866666667
212,2,B,7/7/24 5:17,7/7/24 5:31,6.443139294,29,0.177915664,13.95862069,12.51172414,93.78320515,0.093783205,7/7/24,5:17:45,5.283333333
213,2,B,7/7/24 5:42,7/7/24 5:56,-2.621251301,29,0.020977628,13.94137931,12.51206897,-38.15595173,-0.038155952,7/7/24,5:42:54,5.7
214,2,B,7/7/24 6:08,7/7/24 6:21,7.033444819,29,0.128190856,13.86551724,12.49482759,102.4086146,0.102408615,7/7/24,6:08:02,6.133333333
215,2,B,7/7/24 6:33,7/7/24 6:47,1.494767201,29,0.004848461,13.66206897,12.45689655,21.77960108,0.021779601,7/7/24,6:33:11,6.55
216,2,B,7/7/24 6:58,7/7/24 7:12,-3.087164173,29,0.036868022,13.85862069,12.42862069,-44.95091821,-0.044950918,7/7/24,6:58:19,6.966666667
217,2,B,7/7/24 7:23,7/7/24 7:37,2.026806286,29,0.018426641,13.95862069,12.43896552,29.50120757,0.029501208,7/7/24,7:23:28,7.383333333
218,2,B,7/7/24 7:48,7/7/24 8:02,-3.243171013,29,0.045751557,13.96551724,12.36724138,-47.20488767,-0.047204888,7/7/24,7:48:36,7.8
219,2,B,7/7/24 8:13,7/7/24 8:27,0.544205834,29,0.001219871,14.25172414,12.37896552,7.913117373,0.007913117,7/7/24,8:13:45,8.216666667
220,2,B,7/7/24 8:38,7/7/24 8:52,8.37055938,29,0.286258714,14.70344828,12.35586207,121.5225373,0.121522537,7/7/24,8:38:53,8.633333333
221,2,B,7/7/24 9:04,7/7/24 9:17,3.504298291,29,0.040619822,15.16551724,12.35724138,50.79334724,0.050793347,7/7/24,9:04:01,9.066666667
222,2,B,7/7/24 9:29,7/7/24 9:43,6.692704854,29,0.171074718,15.25862069,12.37241379,96.97665928,0.096976659,7/7/24,9:29:09,9.483333333
223,2,B,7/7/24 9:54,7/7/24 10:08,0.798514467,29,0.002480345,15.02413793,12.39862069,11.57981363,0.011579814,7/7/24,9:54:18,9.9
224,2,B,7/7/24 10:19,7/7/24 10:33,6.282951916,29,0.158451581,15.36551724,12.3737931,91.00564744,0.091005647,7/7/24,10:19:26,10.31666667
