   2021      7     30   12.00     27000.00   0.15124E+02   0.00000E+00   0.15124E+02   0.15230E+02   0.15277E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.43868E+02   0.41408E+02  -0.11224E+03  -0.53836E+02   0.44003E-02   0.27815E-04   0.30298E-02       0.17     151.60     0.0000  0.00   0.20637E+00  -0.19102E+01    15.2129    15.2381    15.2427    15.2478    15.2758
   2021      7     31   12.00     27024.00   0.14960E+02   0.00000E+00   0.14960E+02   0.15111E+02   0.15160E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.56557E+02   0.57158E+02  -0.14128E+03  -0.58205E+02   0.58667E-02   0.79904E-04   0.89766E-02       0.17     152.37     0.0000  0.00   0.14403E+00   0.96927E+01    15.0902    15.1215    15.1277    15.1338    15.1549
   2021      8      1   12.00     27048.00   0.14772E+02   0.00000E+00   0.14772E+02   0.14891E+02   0.14940E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.37947E+02   0.49987E+02  -0.12288E+03  -0.51615E+02   0.45897E-02   0.89113E-04   0.95970E-02       0.17     132.76     0.0000  0.00   0.86957E-01  -0.92983E+00    14.8751    14.8986    14.9039    14.9090    14.9362
   2021      8      2   12.00     27072.00   0.14068E+02   0.00000E+00   0.14068E+02   0.14271E+02   0.14327E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.33272E+02   0.83326E+02  -0.15678E+03  -0.46482E+02   0.90405E-02   0.39535E-03   0.45286E-01       0.18      99.26     0.0000  0.00  -0.52221E-01  -0.26051E+02    14.2494    14.2832    14.2915    14.2981    14.3139
   2021      8      3   12.00     27096.00   0.13531E+02   0.00000E+00   0.13531E+02   0.13640E+02   0.13682E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.59774E+01   0.47326E+02  -0.10070E+03  -0.41332E+02   0.53037E-02   0.15187E-03   0.16556E-01       0.18      88.26     0.0000  0.00  -0.10106E+00   0.92592E+00    13.6242    13.6471    13.6523    13.6568    13.6799
   2021      8      4   12.00     27120.00   0.13191E+02   0.00000E+00   0.13191E+02   0.13333E+02   0.13382E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.78439E+00   0.57519E+02  -0.11660E+03  -0.46270E+02   0.53141E-02   0.12684E-03   0.13615E-01       0.18     100.74     0.0000  0.00  -0.41391E-01   0.66027E+01    13.3156    13.3425    13.3482    13.3531    13.3786
   2021      8      5   12.00     27144.00   0.12733E+02   0.00000E+00   0.12733E+02   0.12863E+02   0.12915E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.82492E+00   0.57933E+02  -0.12713E+03  -0.52638E+02   0.42941E-02   0.53365E-04   0.45115E-02       0.18     111.51     0.0000  0.00  -0.12209E+00  -0.51115E+01    12.8422    12.8723    12.8783    12.8836    12.9125
   2021      8      6   12.00     27168.00   0.12432E+02   0.00000E+00   0.12432E+02   0.12568E+02   0.12625E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.16845E+01   0.42715E+02  -0.11934E+03  -0.52533E+02   0.39232E-02   0.23250E-04   0.15550E-02       0.18     113.05     0.0000  0.00   0.12794E+00  -0.37094E+01    12.5457    12.5780    12.5837    12.5891    12.6244
   2021      8      7   12.00     27192.00   0.12211E+02   0.00000E+00   0.12211E+02   0.12334E+02   0.12385E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.17255E+01   0.37459E+02  -0.10553E+03  -0.50214E+02   0.40756E-02   0.26340E-04   0.19589E-02       0.18     109.32     0.0000  0.00  -0.68855E-01  -0.57031E+01    12.3124    12.3436    12.3490    12.3542    12.3847
   2021      8      8   12.00     27216.00   0.12211E+02   0.00000E+00   0.12211E+02   0.12295E+02   0.12346E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.13001E+00   0.28087E+02  -0.76628E+02  -0.44492E+02   0.41144E-02   0.25284E-04   0.20208E-02       0.18     102.69     0.0000  0.00  -0.12514E+00  -0.53472E+01    12.2791    12.3019    12.3061    12.3104    12.3459
   2021      8      9   12.00     27240.00   0.12425E+02   0.00000E+00   0.12425E+02   0.12478E+02   0.12520E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.83223E+00   0.27945E+02  -0.56356E+02  -0.37163E+02   0.48941E-02   0.43985E-04   0.42636E-02       0.18      92.37     0.0000  0.00  -0.18529E+00  -0.74384E+01    12.4672    12.4816    12.4855    12.4886    12.5204
   2021      8     10   12.00     27264.00   0.12563E+02   0.00000E+00   0.12563E+02   0.12631E+02   0.12670E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.11386E+01   0.39162E+02  -0.66905E+02  -0.36186E+02   0.59242E-02   0.10146E-03   0.84937E-02       0.18      91.17     0.0000  0.00  -0.15398E+00  -0.11867E+02    12.6209    12.6356    12.6405    12.6434    12.6695
   2021      8     11   12.00     27288.00   0.12470E+02   0.00000E+00   0.12470E+02   0.12586E+02   0.12629E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.45477E+01   0.58689E+02  -0.91382E+02  -0.41968E+02   0.67406E-02   0.16424E-03   0.14599E-01       0.18     100.96     0.0000  0.00  -0.22202E-01  -0.16060E+02    12.5715    12.5922    12.5984    12.6030    12.6275
   2021      8     12   12.00     27312.00   0.12407E+02   0.00000E+00   0.12407E+02   0.12502E+02   0.12546E+02   0.00000E+00   0.00000E+00   0.67439E+00  -0.34370E+01   0.56328E+02  -0.87470E+02  -0.45735E+02   0.66080E-02   0.13156E-03   0.12080E-01       0.18     111.20     0.0000  0.00   0.26966E+00  -0.12251E+02    12.4880    12.5073    12.5131    12.5169    12.5451
   2021      8     13   12.00     27336.00   0.12498E+02   0.00000E+00   0.12498E+02   0.12584E+02   0.12631E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.81144E+00   0.48333E+02  -0.83447E+02  -0.43705E+02   0.57239E-02   0.79013E-04   0.76751E-02       0.19     109.76     0.0000  0.00   0.13381E+00  -0.95177E+01    12.5691    12.5901    12.5953    12.5988    12.6303
   2021      8     14   12.00     27360.00   0.12537E+02   0.00000E+00   0.12537E+02   0.12612E+02   0.12657E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.20502E+01   0.36395E+02  -0.78010E+02  -0.40304E+02   0.30487E-02   0.29874E-04   0.22250E-02       0.19     102.00     0.0000  0.00  -0.14917E-01  -0.12222E+01    12.5999    12.6171    12.6208    12.6245    12.6571
   2021      8     15   12.00     27384.00   0.12482E+02   0.00000E+00   0.12482E+02   0.12554E+02   0.12598E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.19263E+01   0.33563E+02  -0.70201E+02  -0.37400E+02   0.28563E-02   0.24744E-04   0.16380E-02       0.19      93.16     0.0000  0.00   0.84890E-01   0.35699E+01    12.5419    12.5587    12.5622    12.5657    12.5980
   2021      8     16   12.00     27408.00   0.12821E+02   0.00000E+00   0.12821E+02   0.12835E+02   0.12870E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.56308E+00   0.11177E+02  -0.30887E+02  -0.28418E+02   0.28525E-02   0.10504E-04   0.13667E-02       0.19      82.38     0.0000  0.00   0.13380E+00  -0.13122E+01    12.8319    12.8352    12.8367    12.8394    12.8704
   2021      8     17   12.00     27432.00   0.13300E+02   0.00000E+00   0.13300E+02   0.13293E+02   0.13324E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.42828E+00   0.67948E+01  -0.24024E+02  -0.31002E+02   0.51360E-02   0.30738E-04   0.43259E-02       0.19      99.38     0.0000  0.00   0.30823E+00  -0.45272E+01    13.2955    13.2912    13.2922    13.2944    13.3242
   2021      8     18   12.00     27456.00   0.13877E+02   0.00000E+00   0.13877E+02   0.13898E+02   0.13940E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.37839E+01   0.16011E+02  -0.47084E+02  -0.38329E+02   0.40261E-02   0.16076E-04   0.16879E-02       0.19     124.65     0.0000  0.00   0.12691E+00  -0.44445E+01    13.8943    13.8986    13.9006    13.9037    13.9400
   2021      8     19   12.00     27480.00   0.14265E+02   0.00000E+00   0.14265E+02   0.14318E+02   0.14366E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.93269E+01   0.24601E+02  -0.67505E+02  -0.42872E+02   0.41953E-02   0.20230E-04   0.19202E-02       0.19     135.56     0.0000  0.00   0.16905E+00  -0.38165E+01    14.3083    14.3224    14.3253    14.3290    14.3660
   2021      8     20   12.00     27504.00   0.14601E+02   0.00000E+00   0.14601E+02   0.14660E+02   0.14702E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.12023E+02   0.24662E+02  -0.70457E+02  -0.36238E+02   0.36198E-02   0.23169E-04   0.20712E-02       0.19     117.11     0.0000  0.00   0.63738E-01   0.30563E+01    14.6496    14.6646    14.6676    14.6707    14.7020
   2021      8     21   12.00     27528.00   0.14277E+02   0.00000E+00   0.14277E+02   0.14428E+02   0.14464E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.25936E+02   0.48822E+02  -0.10281E+03  -0.29953E+02   0.81142E-02   0.28168E-03   0.29540E-01       0.19      81.33     0.0000  0.00  -0.33782E+00   0.20419E+02    14.4134    14.4359    14.4415    14.4456    14.4595
   2021      8     22   12.00     27552.00   0.13702E+02   0.00000E+00   0.13702E+02   0.13858E+02   0.13897E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.28402E+02   0.46089E+02  -0.97121E+02  -0.26435E+02   0.90680E-02   0.34101E-03   0.42159E-01       0.19      60.06     0.0000  0.00  -0.62225E+00   0.22257E+02    13.8430    13.8661    13.8717    13.8759    13.8874
   2021      8     23   12.00     27576.00   0.13412E+02   0.00000E+00   0.13412E+02   0.13476E+02   0.13513E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.14312E+02   0.25125E+02  -0.61654E+02  -0.28874E+02   0.40939E-02   0.51314E-04   0.45486E-02       0.20      70.88     0.0000  0.00   0.65161E-03   0.30688E+01    13.4643    13.4806    13.4840    13.4871    13.5122
   2021      8     24   12.00     27600.00   0.13359E+02   0.00000E+00   0.13359E+02   0.13456E+02   0.13501E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.19090E+02   0.35945E+02  -0.86610E+02  -0.42681E+02   0.55221E-02   0.62967E-04   0.64637E-02       0.20     109.60     0.0000  0.00   0.18788E+00  -0.80372E+01    13.4402    13.4632    13.4681    13.4718    13.5002
   2021      8     25   12.00     27624.00   0.13197E+02   0.00000E+00   0.13197E+02   0.13336E+02   0.13382E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.25703E+02   0.59246E+02  -0.12225E+03  -0.48718E+02   0.67539E-02   0.16544E-03   0.14303E-01       0.20     118.98     0.0000  0.00  -0.35094E-01  -0.15858E+02    13.3172    13.3445    13.3517    13.3559    13.3790
   2021      8     26   12.00     27648.00   0.12992E+02   0.00000E+00   0.12992E+02   0.13078E+02   0.13122E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.15850E+02   0.32787E+02  -0.80709E+02  -0.38705E+02   0.34474E-02   0.41188E-04   0.35551E-02       0.20      94.81     0.0000  0.00   0.12692E-01  -0.41897E+00    13.0654    13.0842    13.0883    13.0920    13.1215
   2021      8     27   12.00     27672.00   0.12738E+02   0.00000E+00   0.12738E+02   0.12850E+02   0.12888E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.25879E+02   0.35676E+02  -0.84634E+02  -0.29595E+02   0.70235E-02   0.17844E-03   0.15922E-01       0.20      65.31     0.0000  0.00  -0.21284E+00   0.15803E+02    12.8350    12.8570    12.8630    12.8675    12.8855
   2021      8     28   12.00     27696.00   0.12441E+02   0.00000E+00   0.12441E+02   0.12537E+02   0.12578E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.19493E+02   0.30438E+02  -0.74588E+02  -0.32327E+02   0.56236E-02   0.84117E-04   0.71011E-02       0.20      72.32     0.0000  0.00  -0.67056E-01   0.10605E+02    12.5216    12.5434    12.5487    12.5519    12.5769
   2021      8     29   12.00     27720.00   0.12469E+02   0.00000E+00   0.12469E+02   0.12533E+02   0.12583E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.12116E+02   0.22754E+02  -0.72551E+02  -0.43465E+02   0.34004E-02   0.21094E-04   0.13471E-02       0.20     109.40     0.0000  0.00   0.11225E+00   0.70912E+00    12.5212    12.5381    12.5417    12.5455    12.5825
   2021      8     30   12.00     27744.00   0.12515E+02   0.00000E+00   0.12515E+02   0.12623E+02   0.12669E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.18685E+02   0.33614E+02  -0.97369E+02  -0.47572E+02   0.46050E-02   0.34952E-04   0.31579E-02       0.20     120.00     0.0000  0.00   0.37687E-02  -0.72308E+01    12.6046    12.6319    12.6368    12.6416    12.6681
   2021      8     31   12.00     27768.00   0.12393E+02   0.00000E+00   0.12393E+02   0.12499E+02   0.12545E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.19257E+02   0.32168E+02  -0.91760E+02  -0.38576E+02   0.37775E-02   0.22548E-04   0.14991E-02       0.20      92.61     0.0000  0.00   0.34820E-01  -0.41798E+01    12.4802    12.5071    12.5117    12.5158    12.5445
   2021      9      1   12.00     27792.00   0.12185E+02   0.00000E+00   0.12185E+02   0.12256E+02   0.12298E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.15731E+02   0.23341E+02  -0.73935E+02  -0.32562E+02   0.25992E-02   0.13049E-04   0.54205E-03       0.21      74.93     0.0000  0.00   0.46165E-01   0.60548E+00    12.2443    12.2613    12.2647    12.2681    12.2979
   2021      9      2   12.00     27816.00   0.11890E+02   0.00000E+00   0.11890E+02   0.12017E+02   0.12068E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.23383E+02   0.36425E+02  -0.94927E+02  -0.38085E+02   0.46188E-02   0.36953E-04   0.31522E-02       0.21      84.75     0.0000  0.00  -0.72916E-01   0.72093E+01    11.9960    12.0272    12.0324    12.0365    12.0674
   2021      9      3   12.00     27840.00   0.11697E+02   0.00000E+00   0.11697E+02   0.11794E+02   0.11843E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.17903E+02   0.29762E+02  -0.83790E+02  -0.38660E+02   0.40744E-02   0.24595E-04   0.19628E-02       0.21      87.40     0.0000  0.00   0.13736E+00   0.39196E+01    11.7753    11.8023    11.8069    11.8109    11.8431
   2021      9      4   12.00     27864.00   0.11467E+02   0.00000E+00   0.11467E+02   0.11567E+02   0.11612E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.20944E+02   0.30719E+02  -0.82788E+02  -0.32890E+02   0.59046E-02   0.72601E-04   0.77069E-02       0.21      68.98     0.0000  0.00   0.37659E+00  -0.57516E+01    11.5493    11.5756    11.5811    11.5847    11.6113
   2021      9      5   12.00     27888.00   0.11123E+02   0.00000E+00   0.11123E+02   0.11230E+02   0.11270E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.20614E+02   0.32837E+02  -0.81803E+02  -0.32773E+02   0.68756E-02   0.17633E-03   0.14946E-01       0.21      65.39     0.0000  0.00   0.54959E-01  -0.15680E+02    11.2162    11.2367    11.2428    11.2478    11.2682
   2021      9      6   12.00     27912.00   0.11012E+02   0.00000E+00   0.11012E+02   0.11075E+02   0.11120E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.10520E+02   0.22584E+02  -0.61781E+02  -0.34641E+02   0.33881E-02   0.42264E-04   0.30483E-02       0.21      76.93     0.0000  0.00  -0.27505E-02  -0.18104E+01    11.0641    11.0799    11.0838    11.0874    11.1196
   2021      9      7   12.00     27936.00   0.10969E+02   0.00000E+00   0.10969E+02   0.11047E+02   0.11086E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.13206E+02   0.25570E+02  -0.62528E+02  -0.33669E+02   0.62763E-02   0.12081E-03   0.10950E-01       0.21      76.10     0.0000  0.00   0.20361E+00   0.13131E+02    11.0356    11.0517    11.0568    11.0610    11.0858
   2021      9      8   12.00     27960.00   0.11102E+02   0.00000E+00   0.11102E+02   0.11146E+02   0.11179E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.97564E+01   0.13487E+02  -0.44490E+02  -0.27970E+02   0.60069E-02   0.97395E-04   0.87326E-02       0.21      67.85     0.0000  0.00   0.24648E+00   0.11039E+02    11.1388    11.1486    11.1524    11.1562    11.1785
   2021      9      9   12.00     27984.00   0.11156E+02   0.00000E+00   0.11156E+02   0.11208E+02   0.11247E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.86548E+01   0.15660E+02  -0.48645E+02  -0.27221E+02   0.43256E-02   0.28542E-04   0.25735E-02       0.22      66.98     0.0000  0.00   0.21745E+00  -0.98836E-01    11.1967    11.2127    11.2160    11.2189    11.2466
   2021      9     10   12.00     28008.00   0.11118E+02   0.00000E+00   0.11118E+02   0.11196E+02   0.11240E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.12528E+02   0.23869E+02  -0.63684E+02  -0.31331E+02   0.48218E-02   0.33892E-04   0.32994E-02       0.22      75.74     0.0000  0.00   0.20451E+00  -0.57278E+01    11.1815    11.2027    11.2071    11.2102    11.2396
   2021      9     11   12.00     28032.00   0.11135E+02   0.00000E+00   0.11135E+02   0.11198E+02   0.11237E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.11973E+02   0.22267E+02  -0.57376E+02  -0.30358E+02   0.55909E-02   0.12575E-03   0.20359E-01       0.22      74.52     0.0000  0.00   0.24905E-01   0.11417E+02    11.1869    11.2032    11.2069    11.2103    11.2358
   2021      9     12   12.00     28056.00   0.10988E+02   0.00000E+00   0.10988E+02   0.11098E+02   0.11137E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.16583E+02   0.28529E+02  -0.62331E+02  -0.26496E+02   0.15327E-01   0.94854E-03   0.45125E+00       0.22      60.40     0.0000  0.00  -0.84572E+00   0.82186E+02    11.0846    11.1031    11.1103    11.1150    11.1281
   2021      9     13   12.00     28080.00   0.10737E+02   0.00000E+00   0.10737E+02   0.10846E+02   0.10888E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.16661E+02   0.36551E+02  -0.73350E+02  -0.26524E+02   0.18751E-01   0.16943E-02   0.85636E+00       0.22      54.39     0.0000  0.00  -0.21223E+01   0.10886E+03    10.8312    10.8524    10.8599    10.8648    10.8768
   2021      9     14   12.00     28104.00   0.10244E+02   0.00000E+00   0.10244E+02   0.10389E+02   0.10433E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.20381E+02   0.53077E+02  -0.10425E+03  -0.36243E+02   0.14150E-01   0.11828E-02   0.30931E+00       0.22      69.18     0.0000  0.00  -0.15552E+01   0.57317E+02    10.3730    10.3981    10.4043    10.4083    10.4213
   2021      9     15   12.00     28128.00   0.99245E+01   0.00000E+00   0.99245E+01   0.10018E+02   0.10072E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.12771E+02   0.27555E+02  -0.83844E+02  -0.45660E+02   0.35960E-02   0.66859E-04   0.57587E-02       0.22      99.73     0.0000  0.00  -0.13327E+00   0.56563E+01    10.0045    10.0233    10.0281    10.0328    10.0715
   2021      9     16   12.00     28152.00   0.10047E+02   0.00000E+00   0.10047E+02   0.10117E+02   0.10174E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.14326E+02   0.21314E+02  -0.85372E+02  -0.45751E+02   0.24758E-02   0.11204E-04   0.18020E-03       0.22     107.67     0.0000  0.00   0.29155E-01  -0.18798E+01    10.1034    10.1221    10.1262    10.1306    10.1742
   2021      9     17   12.00     28176.00   0.99715E+01   0.00000E+00   0.99715E+01   0.10043E+02   0.10094E+02   0.00000E+00   0.00000E+00   0.67439E+00   0.15066E+02   0.20015E+02  -0.78271E+02  -0.37863E+02   0.22014E-02   0.96157E-05   0.29801E-03       0.22      85.30     0.0000  0.00   0.38377E-01   0.84701E+00    10.0311    10.0482    10.0520    10.0559    10.0939
   2021      9     18   12.00     28200.00   0.96818E+01   0.00000E+00   0.96818E+01   0.97923E+01   0.98427E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.22380E+02   0.27406E+02  -0.83431E+02  -0.33308E+02   0.47368E-02   0.43518E-04   0.36255E-02       0.23      66.57     0.0000  0.00   0.58199E-01   0.79761E+01     9.7721     9.8018     9.8079     9.8116     9.8422
   2021      9     19   12.00     28224.00   0.93953E+01   0.00000E+00   0.93953E+01   0.95074E+01   0.95618E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.18640E+02   0.27810E+02  -0.83833E+02  -0.38770E+02   0.48760E-02   0.46312E-04   0.39793E-02       0.23      80.60     0.0000  0.00  -0.33099E-01   0.84045E+01     9.4880     9.5162     9.5227     9.5266     9.5612
   2021      9     20   12.00     28248.00   0.93167E+01   0.00000E+00   0.93167E+01   0.94018E+01   0.94626E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.12502E+02   0.20565E+02  -0.88467E+02  -0.47300E+02   0.22193E-02   0.12153E-04   0.55545E-03       0.23     107.23     0.0000  0.00  -0.29329E-01   0.22461E+01     9.3881     9.4076     9.4121     9.4169     9.4626
   2021      9     21   12.00     28272.00   0.92374E+01   0.00000E+00   0.92374E+01   0.93172E+01   0.93760E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.13743E+02   0.19781E+02  -0.99562E+02  -0.46556E+02   0.13020E-02   0.51355E-05   0.29859E-04       0.23     103.85     0.0000  0.00   0.27232E-01  -0.14518E+00     9.3075     9.3213     9.3257     9.3304     9.3760
   2021      9     22   12.00     28296.00   0.88947E+01   0.00000E+00   0.88947E+01   0.89961E+01   0.90594E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.21093E+02   0.25398E+02  -0.11726E+03  -0.47688E+02   0.28583E-02   0.13486E-04   0.26842E-03       0.23      99.03     0.0000  0.00   0.10600E+00  -0.82445E+00     8.9771     9.0042     9.0100     9.0151     9.0594
   2021      9     23   12.00     28320.00   0.83324E+01   0.00000E+00   0.83324E+01   0.84969E+01   0.85720E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.26655E+02   0.36527E+02  -0.12994E+03  -0.50258E+02   0.42427E-02   0.22178E-04   0.19581E-02       0.23      97.44     0.0000  0.00   0.23274E+00  -0.15168E+01     8.4663     8.5114     8.5188     8.5247     8.5717
   2021      9     24   12.00     28344.00   0.78741E+01   0.00000E+00   0.78741E+01   0.79919E+01   0.80538E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.21728E+02   0.31161E+02  -0.97115E+02  -0.44558E+02   0.63878E-02   0.76586E-04   0.94241E-02       0.23      81.36     0.0000  0.00   0.54479E+00  -0.64302E+00     7.9684     8.0017     8.0101     8.0156     8.0532
   2021      9     25   12.00     28368.00   0.79274E+01   0.00000E+00   0.79274E+01   0.79621E+01   0.80033E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.79023E+01   0.80498E+01  -0.33349E+02  -0.29173E+02   0.53511E-02   0.43770E-04   0.55603E-02       0.23      55.64     0.0000  0.00   0.28529E+00  -0.48857E+01     7.9538     7.9643     7.9687     7.9725     8.0033
   2021      9     26   12.00     28392.00   0.81240E+01   0.00000E+00   0.81240E+01   0.81595E+01   0.82008E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.71635E+01   0.84350E+01  -0.33486E+02  -0.26054E+02   0.43878E-02   0.24186E-04   0.26419E-02       0.24      55.53     0.0000  0.00   0.13950E+00  -0.46617E+01     8.1502     8.1627     8.1663     8.1695     8.2008
   2021      9     27   12.00     28416.00   0.80566E+01   0.00000E+00   0.80566E+01   0.81593E+01   0.82180E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.15093E+02   0.24550E+02  -0.80518E+02  -0.38721E+02   0.51406E-02   0.33294E-04   0.38476E-02       0.24      84.50     0.0000  0.00   0.35258E+00   0.19114E+01     8.1391     8.1681     8.1750     8.1791     8.2177
   2021      9     28   12.00     28440.00   0.77897E+01   0.00000E+00   0.77897E+01   0.79172E+01   0.79822E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.19198E+02   0.30281E+02  -0.10189E+03  -0.44645E+02   0.58157E-02   0.53239E-04   0.65064E-02       0.24      93.01     0.0000  0.00   0.44963E+00   0.23452E+01     7.8926     7.9278     7.9367     7.9414     7.9816
   2021      9     29   12.00     28464.00   0.75329E+01   0.00000E+00   0.75329E+01   0.76353E+01   0.76932E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.14858E+02   0.23296E+02  -0.81993E+02  -0.39084E+02   0.64017E-02   0.70468E-04   0.92052E-02       0.24      76.86     0.0000  0.00   0.54909E+00   0.15392E+01     7.6153     7.6428     7.6512     7.6575     7.6926
   2021      9     30   12.00     28488.00   0.74616E+01   0.00000E+00   0.74616E+01   0.75398E+01   0.75973E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.10116E+02   0.12443E+02  -0.64452E+02  -0.37811E+02   0.51606E-02   0.33560E-04   0.42069E-02       0.24      79.51     0.0000  0.00   0.32549E+00  -0.25301E+01     7.5226     7.5463     7.5533     7.5575     7.5973
   2021     10      1   12.00     28512.00   0.74318E+01   0.00000E+00   0.74318E+01   0.75364E+01   0.76017E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.13539E+02   0.20404E+02  -0.83739E+02  -0.42532E+02   0.49929E-02   0.31303E-04   0.36143E-02       0.24      93.25     0.0000  0.00   0.26644E+00  -0.46475E+01     7.5139     7.5458     7.5533     7.5579     7.6016
   2021     10      2   12.00     28536.00   0.71865E+01   0.00000E+00   0.71865E+01   0.73137E+01   0.73818E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.17589E+02   0.23226E+02  -0.93815E+02  -0.40823E+02   0.48904E-02   0.28341E-04   0.32924E-02       0.24      82.13     0.0000  0.00   0.30581E+00   0.19391E+01     7.2868     7.3257     7.3336     7.3385     7.3816
   2021     10      3   12.00     28560.00   0.68058E+01   0.00000E+00   0.68058E+01   0.69395E+01   0.70021E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.19289E+02   0.17760E+02  -0.87404E+02  -0.33328E+02   0.45942E-02   0.31679E-04   0.31920E-02       0.24      55.20     0.0000  0.00   0.92075E-01   0.67917E+01     6.9123     6.9513     6.9607     6.9653     7.0019
   2021     10      4   12.00     28584.00   0.63882E+01   0.00000E+00   0.63882E+01   0.64944E+01   0.65597E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.13276E+02   0.14869E+02  -0.81121E+02  -0.33559E+02   0.23305E-02   0.99480E-05   0.67550E-03       0.25      53.01     0.0000  0.00   0.86060E-03   0.11040E+01     6.4732     6.5036     6.5099     6.5151     6.5597
   2021     10      5   12.00     28608.00   0.58506E+01   0.00000E+00   0.58506E+01   0.60193E+01   0.61100E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.25782E+02   0.24405E+02  -0.11597E+03  -0.44254E+02   0.37872E-02   0.13000E-04   0.12052E-02       0.25      74.58     0.0000  0.00   0.15588E+00  -0.21027E+01     5.9786     6.0381     6.0468     6.0535     6.1099
   2021     10      6   12.00     28632.00   0.52336E+01   0.00000E+00   0.52336E+01   0.54201E+01   0.55305E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.28958E+02   0.28074E+02  -0.12809E+03  -0.51560E+02   0.36532E-02   0.11430E-04   0.10685E-02       0.25      88.44     0.0000  0.00   0.14062E+00  -0.20669E+01     5.3725     5.4416     5.4523     5.4604     5.5305
   2021     10      7   12.00     28656.00   0.48474E+01   0.00000E+00   0.48474E+01   0.49855E+01   0.50986E+01   0.00000E+00   0.00000E+00   0.67439E+00   0.18726E+02   0.18335E+02  -0.97366E+02  -0.49880E+02   0.20629E-02   0.48228E-05   0.31752E-03       0.25      88.49     0.0000  0.00   0.18058E-01  -0.20910E+00     4.9533     4.9984     5.0083     5.0169     5.0986
