flux,chamber,datetime_start,datetime_end,slope_ppm_hr,n_obs_included_in_lm,r2,air_temp,sur_wat_temp,umol_m2_hr,mmol_m2_hr,pond,date,time,time24
642,1,7/22/24 1:09,7/22/24 2:09,62.05694184,116,0.993422171,19.87931034,21.21577586,885.0200105,0.88502001,B,7/22/24,1:09:31,1.15
643,1,7/22/24 2:19,7/22/24 3:19,75.19078946,116,0.988945345,18.79396552,20.40931034,1076.313842,1.076313842,B,7/22/24,2:19:49,2.316666667
644,1,7/22/24 3:30,7/22/24 4:29,89.47407585,118,0.996153663,17.64830508,19.66686441,1285.816913,1.285816913,B,7/22/24,3:30:08,3.5
645,1,7/22/24 4:40,7/22/24 5:39,72.61780987,120,0.996685169,17.41833333,19.02533333,1044.404292,1.044404292,B,7/22/24,4:40:26,4.666666667
646,1,7/22/24 5:50,7/22/24 6:50,70.28951811,119,0.996416428,17.11092437,18.43806723,1011.988962,1.011988962,B,7/22/24,5:50:44,5.833333333
647,1,7/22/24 7:01,7/22/24 8:00,65.1668847,118,0.995365592,18.26355932,17.98550847,934.5251382,0.934525138,B,7/22/24,7:01:03,7.016666667
648,1,7/22/24 8:11,7/22/24 9:10,74.35318347,117,0.99265553,20.7991453,17.81760684,1057.063676,1.057063676,B,7/22/24,8:11:21,8.183333333
649,1,7/22/24 9:21,7/22/24 10:21,102.4870364,118,0.997559133,23.69661017,17.99745763,1442.814919,1.442814919,B,7/22/24,9:21:39,9.35
650,1,7/22/24 10:31,7/22/24 11:31,150.9351833,119,0.999023313,27.92857143,18.83067227,2095.00191,2.09500191,B,7/22/24,10:31:56,10.51666667
651,1,7/22/24 11:42,7/22/24 12:41,192.5208289,118,0.999385725,30.99491525,20.13135593,2645.275722,2.645275722,B,7/22/24,11:42:18,11.7
652,1,7/22/24 12:52,7/22/24 13:52,191.3753255,120,0.998484946,33.54333333,20.73616667,2607.686569,2.607686569,B,7/22/24,12:52:43,12.86666667
653,1,7/22/24 14:03,7/22/24 15:02,215.0867594,115,0.999308931,35.45478261,21.574,2912.626573,2.912626573,B,7/22/24,14:03:03,14.05
654,1,7/22/24 15:13,7/22/24 16:12,244.2227923,116,0.999252481,36.10862069,21.23094828,3300.184052,3.300184052,B,7/22/24,15:13:24,15.21666667
655,1,7/22/24 16:23,7/22/24 17:23,291.3095953,120,0.998222856,36.41666667,22.06291667,3932.551172,3.932551172,B,7/22/24,16:23:45,16.38333333
656,1,7/22/24 17:34,7/22/24 18:33,242.0031095,118,0.997336566,37.09491525,23.22271186,3259.793259,3.259793259,B,7/22/24,17:34:07,17.56666667
657,1,7/22/24 18:44,7/22/24 19:43,194.1269772,116,0.99317202,37.34224138,24.74551724,2612.816579,2.612816579,B,7/22/24,18:44:27,18.73333333
658,1,7/22/24 19:54,7/22/24 20:54,170.9592061,119,0.99421419,33.67647059,24.13470588,2328.485037,2.328485037,B,7/22/24,19:54:49,19.9
659,1,7/22/24 21:05,7/22/24 22:04,113.9694636,119,0.965268579,31.58739496,25.61504202,1562.919239,1.562919239,B,7/22/24,21:05:10,21.08333333
660,1,7/22/24 22:15,7/22/24 23:15,93.82579985,119,0.994605586,28.77142857,25.2087395,1298.679907,1.298679907,B,7/22/24,22:15:33,22.25
661,1,7/22/24 23:25,7/23/24 0:25,103.1774123,115,0.998688464,25.05826087,24.16913043,1445.901623,1.445901623,B,7/22/24,23:25:56,23.41666667
662,1,7/23/24 0:36,7/23/24 1:35,97.63025613,115,0.996688888,22.47565217,23.06591304,1380.117606,1.380117606,B,7/23/24,0:36:15,0.6
663,1,7/23/24 1:46,7/23/24 2:46,111.5578351,115,0.998464222,20.5773913,22.20113043,1587.191807,1.587191807,B,7/23/24,1:46:33,1.766666667
664,1,7/23/24 2:56,7/23/24 3:56,111.339923,116,0.999029441,19.83275862,21.43353448,1588.117517,1.588117517,B,7/23/24,2:56:51,2.933333333
665,1,7/23/24 4:07,7/23/24 5:06,118.281102,118,0.999339096,19.6440678,20.77152542,1688.21157,1.68821157,B,7/23/24,4:07:09,4.116666667
666,1,7/23/24 5:17,7/23/24 6:16,122.16882,115,0.998783048,18.53652174,20.13469565,1750.321393,1.750321393,B,7/23/24,5:17:27,5.283333333
667,1,7/23/24 6:27,7/23/24 7:27,116.1465638,117,0.998518726,18.77948718,19.58623932,1662.655162,1.662655162,B,7/23/24,6:27:45,6.45
668,1,7/23/24 7:38,7/23/24 8:37,108.8348127,115,0.998857664,21.20521739,19.25034783,1545.147273,1.545147273,B,7/23/24,7:38:04,7.633333333
669,1,7/23/24 8:48,7/23/24 9:47,130.104975,99,0.998965738,23.58989899,19.23494949,1832.279584,1.832279584,B,7/23/24,8:48:22,8.8
670,1,7/23/24 9:58,7/23/24 10:58,150.6332187,118,0.996729227,27.54322034,19.63059322,2093.49006,2.09349006,B,7/23/24,9:58:40,9.966666667
671,1,7/23/24 11:09,7/23/24 12:08,200.3731865,118,0.999117728,31.57457627,20.71830508,2747.931525,2.747931525,B,7/23/24,11:09:02,11.15
672,1,7/23/24 12:19,7/23/24 13:18,227.3536772,120,0.999205229,33.42416667,22.08341667,3099.132967,3.099132967,B,7/23/24,12:19:25,12.31666667
673,1,7/23/24 13:29,7/23/24 14:28,220.6061605,116,0.999075071,34.55689655,23.35353448,2996.085408,2.996085408,B,7/23/24,13:29:46,13.48333333
674,1,7/23/24 14:40,7/23/24 15:39,206.6377028,115,0.998965911,36.27217391,24.52373913,2790.820572,2.790820572,B,7/23/24,14:40:06,14.66666667
675,1,7/23/24 15:50,7/23/24 16:49,235.9086552,118,0.995471271,37.61694915,25.5059322,3172.362694,3.172362694,B,7/23/24,15:50:27,15.83333333
676,1,7/23/24 17:00,7/23/24 18:00,231.5815765,118,0.995531754,36.87966102,26.77144068,3121.580536,3.121580536,B,7/23/24,17:00:47,17
677,1,7/23/24 18:11,7/23/24 19:10,195.0415692,119,0.998405478,36.79663866,27.27218487,2629.747405,2.629747405,B,7/23/24,18:11:07,18.18333333
678,1,7/23/24 19:21,7/23/24 20:21,192.8674324,112,0.997085195,35.33392857,27.12901786,2612.763735,2.612763735,B,7/23/24,19:21:28,19.35
679,1,7/23/24 20:31,7/23/24 21:31,161.1255967,119,0.995441876,33.58487395,26.6010084,2195.205421,2.195205421,B,7/23/24,20:31:49,20.51666667
680,1,7/23/24 21:42,7/23/24 22:41,96.75024979,120,0.996374918,31.90916667,25.79358333,1325.38423,1.32538423,B,7/23/24,21:42:10,21.7
681,1,7/23/24 22:52,7/23/24 23:52,148.1026573,120,0.998101502,26.80833333,25.1205,2063.363303,2.063363303,B,7/23/24,22:52:32,22.86666667
682,1,7/24/24 0:02,7/24/24 1:02,167.2252234,119,0.998245152,23.60504202,24.25789916,2354.927069,2.354927069,B,7/24/24,0:02:53,0.033333333
683,1,7/24/24 1:13,7/24/24 2:12,191.9753164,116,0.999266276,22.71206897,23.45913793,2711.626601,2.711626601,B,7/24/24,1:13:11,1.216666667
684,1,7/24/24 2:23,7/24/24 3:22,187.2184482,115,0.999376325,21.8626087,22.71869565,2652.05085,2.65205085,B,7/24/24,2:23:29,2.383333333
685,1,7/24/24 3:33,7/24/24 4:33,199.0907739,116,0.997417824,20.80517241,22.05939655,2830.373907,2.830373907,B,7/24/24,3:33:47,3.55
686,1,7/24/24 4:44,7/24/24 5:43,220.8503479,119,0.997614537,20.32268908,21.4087395,3144.880732,3.144880732,B,7/24/24,4:44:05,4.733333333
687,1,7/24/24 5:54,7/24/24 6:53,224.7600677,118,0.999102019,19.71949153,20.83067797,3207.146544,3.207146544,B,7/24/24,5:54:23,5.9
688,1,7/24/24 7:04,7/24/24 8:04,203.2531883,116,0.999210749,21.29224138,20.37974138,2884.768953,2.884768953,B,7/24/24,7:04:42,7.066666667
689,1,7/24/24 8:15,7/24/24 9:14,179.9517615,116,0.997993325,23.91551724,20.22905172,2531.498318,2.531498318,B,7/24/24,8:15:00,8.25
690,1,7/24/24 9:25,7/24/24 10:24,222.0456273,120,0.991972495,27.04166667,20.40491667,3091.130759,3.091130759,B,7/24/24,9:25:17,9.416666667
691,1,7/24/24 10:35,7/24/24 11:35,304.6464545,119,0.999215836,30.63529412,20.5305042,4190.860119,4.190860119,B,7/24/24,10:35:38,10.58333333
692,1,7/24/24 11:46,7/24/24 12:45,322.0293272,120,0.999461525,32.70333333,21.11691667,4400.033572,4.400033572,B,7/24/24,11:46:01,11.76666667
693,1,7/24/24 12:56,7/24/24 13:55,298.0481978,119,0.99853728,32.1907563,21.90487395,4079.204769,4.079204769,B,7/24/24,12:56:23,12.93333333
694,1,7/24/24 14:06,7/24/24 15:06,315.5128869,119,0.999270592,32.02016807,22.20890756,4320.647233,4.320647233,B,7/24/24,14:06:46,14.1
695,1,7/24/24 15:17,7/24/24 16:16,466.767925,119,0.997705233,29.58991597,22.12781513,6443.25178,6.44325178,B,7/24/24,15:17:10,15.28333333
696,1,7/24/24 16:27,7/24/24 17:27,517.0960571,110,0.999501215,27.45363636,22.29509091,7188.706951,7.188706951,B,7/24/24,16:27:33,16.45
697,1,7/24/24 17:37,7/24/24 18:37,489.3889338,94,0.997127888,24.5606383,21.79021277,6869.633605,6.869633605,B,7/24/24,17:37:54,17.61666667
698,1,7/24/24 18:48,7/24/24 19:47,462.6793891,120,0.997071443,23.93833333,21.22166667,6508.31163,6.50831163,B,7/24/24,18:48:12,18.8
699,1,7/24/24 19:58,7/24/24 20:57,427.0612049,118,0.997381321,23.22627119,20.84194915,6021.718851,6.021718851,B,7/24/24,19:58:30,19.96666667
700,1,7/24/24 21:08,7/24/24 22:08,351.8665122,116,0.998303795,22.39655172,20.43775862,4975.37504,4.97537504,B,7/24/24,21:08:48,21.13333333
701,1,7/24/24 22:19,7/24/24 23:18,290.639625,116,0.999589871,21.03103448,20.04698276,4128.705798,4.128705798,B,7/24/24,22:19:06,22.31666667
702,1,7/24/24 23:29,7/25/24 0:28,255.3444244,117,0.998956383,20.63247863,19.74247863,3632.237786,3.632237786,B,7/24/24,23:29:24,23.48333333
703,1,7/25/24 0:39,7/25/24 1:39,254.7562433,117,0.998021481,20.12564103,19.49435897,3630.133751,3.630133751,B,7/25/24,0:39:42,0.65
704,1,7/25/24 1:50,7/25/24 2:49,281.6805154,116,0.998692512,19.0612069,19.15474138,4028.410527,4.028410527,B,7/25/24,1:50:54,1.833333333
705,1,7/25/24 3:00,7/25/24 3:59,266.1043,115,0.999283707,19.03217391,18.90956522,3806.027833,3.806027833,B,7/25/24,3:00:19,3
706,1,7/25/24 4:10,7/25/24 5:10,264.7553495,117,0.998623124,19.31025641,18.66982906,3783.133535,3.783133535,B,7/25/24,4:10:39,4.166666667
707,1,7/25/24 5:20,7/25/24 6:20,287.0698387,118,0.999523934,19.40677966,18.44644068,4100.63564,4.10063564,B,7/25/24,5:20:57,5.333333333
708,1,7/25/24 6:31,7/25/24 7:30,262.4798097,119,0.999740733,19.6,18.2792437,3746.905864,3.746905864,B,7/25/24,6:31:16,6.516666667
709,1,7/25/24 7:41,7/25/24 8:41,271.847388,117,0.998832512,19.57948718,18.15606838,3880.900212,3.880900212,B,7/25/24,7:41:34,7.683333333
710,1,7/25/24 8:51,7/25/24 9:51,299.2226338,118,0.998617306,19.24067797,17.98788136,4276.659782,4.276659782,B,7/25/24,8:51:52,8.85
711,1,7/25/24 10:02,7/25/24 11:01,301.3028325,114,0.999782667,18.82719298,17.8077193,4312.48968,4.31248968,B,7/25/24,10:02:11,10.03333333
712,1,7/25/24 11:12,7/25/24 12:11,282.9525526,119,0.999727363,18.7092437,17.65689076,4051.482309,4.051482309,B,7/25/24,11:12:29,11.2
713,1,7/25/24 12:22,7/25/24 13:22,317.6640699,119,0.997785724,18.68319328,17.49798319,4548.908404,4.548908404,B,7/25/24,12:22:48,12.36666667
714,1,7/25/24 13:34,7/25/24 14:32,265.8361296,114,0.999419522,18.76491228,17.36833333,3805.673337,3.805673337,B,7/25/24,13:34:00,13.56666667
715,1,7/25/24 14:43,7/25/24 15:42,332.7204143,117,0.995093345,19.46068376,17.28940171,4751.853608,4.751853608,B,7/25/24,14:43:24,14.71666667
716,1,7/25/24 15:53,7/25/24 16:53,348.0289145,118,0.999061631,19.75084746,17.21245763,4965.562838,4.965562838,B,7/25/24,15:53:43,15.88333333
717,1,7/25/24 17:04,7/25/24 18:03,337.542823,119,0.997834043,19.19159664,17.25336134,4825.163648,4.825163648,B,7/25/24,17:04:01,17.06666667
718,1,7/25/24 18:14,7/25/24 19:13,330.882827,117,0.99952528,19.37692308,17.21290598,4726.962621,4.726962621,B,7/25/24,18:14:19,18.23333333
719,1,7/25/24 19:24,7/25/24 20:24,324.0415107,116,0.999590492,19.38793103,17.11163793,4629.053991,4.629053991,B,7/25/24,19:24:38,19.4
720,1,7/25/24 20:34,7/25/24 21:34,288.139793,116,0.999744993,18.6137931,16.98362069,4127.106033,4.127106033,B,7/25/24,20:34:56,20.56666667
721,1,7/25/24 21:45,7/25/24 22:44,380.383773,119,0.997960719,18.31848739,16.69529412,5453.862169,5.453862169,B,7/25/24,21:45:15,21.75
722,1,7/25/24 22:55,7/25/24 23:55,322.3082317,118,0.999408858,17.74915254,16.47949153,4630.23171,4.63023171,B,7/25/24,22:55:33,22.91666667
723,1,7/26/24 0:05,7/26/24 1:05,348.1254936,114,0.999657224,16.60175439,16.13596491,5020.922727,5.020922727,B,7/26/24,0:05:52,0.083333333
724,1,7/26/24 1:16,7/26/24 2:15,384.0167162,115,0.997503988,16.08608696,15.76043478,5548.44692,5.54844692,B,7/26/24,1:16:11,1.266666667
725,1,7/26/24 2:26,7/26/24 3:25,361.9085155,113,0.999037764,15.91858407,15.42867257,5232.047646,5.232047646,B,7/26/24,2:26:30,2.433333333
726,1,7/26/24 3:36,7/26/24 4:36,350.0407569,119,0.99925257,15.27563025,15.14109244,5071.758287,5.071758287,B,7/26/24,3:36:48,3.6
727,1,7/26/24 4:47,7/26/24 5:46,327.2612558,117,0.999372645,15.35641026,14.89931624,4740.377292,4.740377292,B,7/26/24,4:47:07,4.783333333
728,1,7/26/24 5:57,7/26/24 6:56,337.9181807,116,0.999654038,14.84482759,14.68836207,4903.437612,4.903437612,B,7/26/24,5:57:25,5.95
729,1,7/26/24 7:07,7/26/24 8:07,333.741723,115,0.999364803,14.83130435,14.46634783,4843.061599,4.843061599,B,7/26/24,7:07:44,7.116666667
730,1,7/26/24 8:18,7/26/24 9:17,324.618925,113,0.99940942,15.40176991,14.31920354,4701.363986,4.701363986,B,7/26/24,8:18:03,8.3
731,1,7/26/24 9:28,7/26/24 10:27,335.1892177,118,0.999445537,16.31101695,14.2640678,4839.201876,4.839201876,B,7/26/24,9:28:21,9.466666667
732,1,7/26/24 10:38,7/26/24 11:38,338.0102142,115,0.999123457,16.3773913,14.2686087,4878.810507,4.878810507,B,7/26/24,10:38:40,10.63333333
733,1,7/26/24 11:48,7/26/24 12:48,335.6293072,117,0.999318476,16.94957265,14.34726496,4834.889701,4.834889701,B,7/26/24,11:48:59,11.8
734,1,7/26/24 12:59,7/26/24 13:58,317.0094595,117,0.99814866,17.38803419,14.44940171,4559.770783,4.559770783,B,7/26/24,12:59:17,12.98333333
735,1,7/26/24 14:09,7/26/24 14:39,319.2849311,59,0.99877721,17.98135593,14.5620339,4583.141043,4.583141043,B,7/26/24,14:09:36,14.15
737,1,7/26/24 17:03,7/26/24 17:43,314.9741818,78,0.998412136,18.42435897,14.99076923,4514.393485,4.514393485,B,7/26/24,17:03:57,17.05
738,1,7/26/24 17:54,7/26/24 18:53,306.5957233,118,0.999361134,18.26525424,15.07644068,4396.707708,4.396707708,B,7/26/24,17:54:53,17.9
739,1,7/26/24 19:04,7/26/24 20:03,279.6006663,114,0.999767587,17.32894737,15.07008772,4022.511769,4.022511769,B,7/26/24,19:04:18,19.06666667
740,1,7/26/24 20:14,7/26/24 21:14,259.7179796,116,0.999781112,16.68103448,15.00767241,3744.819696,3.744819696,B,7/26/24,20:14:37,20.23333333
741,1,7/26/24 21:24,7/26/24 22:24,256.5385159,118,0.999037849,16.54067797,14.86932203,3700.76784,3.70076784,B,7/26/24,21:24:56,21.4
742,1,7/26/24 22:35,7/26/24 23:34,242.7305703,116,0.999528771,16.18965517,14.71905172,3505.825537,3.505825537,B,7/26/24,22:35:14,22.58333333
743,1,7/26/24 23:45,7/27/24 0:45,227.9513026,108,0.999261906,15.93796296,14.59564815,3295.230911,3.295230911,B,7/26/24,23:45:33,23.75
744,1,7/27/24 0:55,7/27/24 1:55,221.671836,119,0.998343145,15.83613445,14.43394958,3205.584991,3.205584991,B,7/27/24,0:55:52,0.916666667
745,1,7/27/24 2:06,7/27/24 3:05,217.827701,109,0.998982213,15.86422018,14.30321101,3149.689043,3.149689043,B,7/27/24,2:06:10,2.1
746,1,7/27/24 3:16,7/27/24 4:15,216.8786826,117,0.999357144,15.62136752,14.1557265,3138.603975,3.138603975,B,7/27/24,3:16:29,3.266666667
747,1,7/27/24 4:26,7/27/24 5:26,219.9606993,110,0.998937914,15.61363636,14.02663636,3183.291232,3.183291232,B,7/27/24,4:26:47,4.433333333
748,1,7/27/24 5:37,7/27/24 6:36,214.7399935,119,0.998604048,15.54369748,13.90638655,3108.489582,3.108489582,B,7/27/24,5:37:06,5.616666667
749,1,7/27/24 6:47,7/27/24 7:46,208.5116817,119,0.999122867,15.47310924,13.80941176,3019.069242,3.019069242,B,7/27/24,6:47:25,6.783333333
750,1,7/27/24 7:57,7/27/24 8:57,212.8501203,117,0.999360108,15.6017094,13.70333333,3080.513523,3.080513523,B,7/27/24,7:57:43,7.95
751,1,7/27/24 9:08,7/27/24 10:07,205.1786637,113,0.999299699,15.66902655,13.65460177,2968.794799,2.968794799,B,7/27/24,9:08:02,9.133333333
752,1,7/27/24 10:18,7/27/24 11:17,206.496612,119,0.999419581,16.08235294,13.6307563,2983.594813,2.983594813,B,7/27/24,10:18:20,10.3
753,1,7/27/24 11:28,7/27/24 12:28,210.9388171,117,0.99956534,17.23675214,13.65376068,3035.662532,3.035662532,B,7/27/24,11:28:39,11.46666667
754,1,7/27/24 12:38,7/27/24 13:38,203.0181749,117,0.999182589,18.06923077,13.81666667,2913.323099,2.913323099,B,7/27/24,12:38:58,12.63333333
755,1,7/27/24 13:49,7/27/24 14:48,206.2960194,117,0.999332363,18.84273504,14.05059829,2952.518214,2.952518214,B,7/27/24,13:49:16,13.81666667
756,1,7/27/24 14:59,7/27/24 15:59,209.8906548,118,0.999153182,20.91949153,14.37016949,2982.750419,2.982750419,B,7/27/24,14:59:34,14.98333333
757,1,7/27/24 16:09,7/27/24 17:09,211.5491187,119,0.998831306,20.6512605,14.75773109,3009.063476,3.009063476,B,7/27/24,16:09:53,16.15
758,1,7/27/24 17:20,7/27/24 18:19,195.8588698,118,0.999259182,20.20762712,15.19432203,2790.099192,2.790099192,B,7/27/24,17:20:11,17.33333333
759,1,7/27/24 18:30,7/27/24 19:29,198.7989295,118,0.999092212,20.37542373,15.45101695,2830.36276,2.83036276,B,7/27/24,18:30:29,18.5
760,1,7/27/24 19:40,7/27/24 20:40,191.31835,119,0.999249156,19.90336134,15.52336134,2728.247105,2.728247105,B,7/27/24,19:40:47,19.66666667
761,1,7/27/24 20:51,7/27/24 21:50,183.3497486,118,0.999282125,19.61525424,15.66559322,2617.185885,2.617185885,B,7/27/24,20:51:05,20.85
762,1,7/27/24 22:01,7/27/24 23:00,161.2000488,116,0.996588884,19.13965517,15.80008621,2304.758937,2.304758937,B,7/27/24,22:01:24,22.01666667
763,1,7/27/24 23:11,7/28/24 0:11,166.515572,120,0.999279984,17.86666667,15.66016667,2391.171772,2.391171772,B,7/27/24,23:11:42,23.18333333
764,1,7/28/24 0:22,7/28/24 1:21,164.8290272,117,0.999120991,17.1991453,15.43264957,2372.394601,2.372394601,B,7/28/24,0:22:01,0.366666667
765,1,7/28/24 1:32,7/28/24 2:31,174.117314,109,0.999359171,15.55688073,15.14669725,2520.336957,2.520336957,B,7/28/24,1:32:19,1.533333333
766,1,7/28/24 2:43,7/28/24 3:42,179.2279933,118,0.999044887,15.2059322,14.89872881,2597.471167,2.597471167,B,7/28/24,2:43:32,2.716666667
767,1,7/28/24 3:52,7/28/24 4:52,180.3883353,111,0.999371652,15.55405405,14.67513514,2611.135155,2.611135155,B,7/28/24,3:52:56,3.866666667
768,1,7/28/24 5:03,7/28/24 6:02,176.4259487,119,0.99950896,15.61680672,14.50731092,2553.224332,2.553224332,B,7/28/24,5:03:15,5.05
769,1,7/28/24 6:13,7/28/24 7:13,177.7942688,118,0.999293435,15.4940678,14.34084746,2574.120685,2.574120685,B,7/28/24,6:13:33,6.216666667
770,1,7/28/24 7:23,7/28/24 8:23,200.3912468,112,0.989195805,15.74732143,14.17660714,2898.738346,2.898738346,B,7/28/24,7:23:52,7.383333333
771,1,7/28/24 8:34,7/28/24 9:33,173.1973112,119,0.999407381,16.2302521,14.13554622,2501.186283,2.501186283,B,7/28/24,8:34:10,8.566666667
772,1,7/28/24 9:44,7/28/24 10:43,189.1551481,114,0.999319964,16.92894737,14.21692982,2725.057926,2.725057926,B,7/28/24,9:44:29,9.733333333
773,1,7/28/24 10:54,7/28/24 11:54,189.717981,116,0.999371815,17.18534483,14.29267241,2730.752679,2.730752679,B,7/28/24,10:54:48,10.9
774,1,7/28/24 12:05,7/28/24 13:04,195.4762491,119,0.998860959,17.44789916,14.2894958,2811.093624,2.811093624,B,7/28/24,12:05:07,12.08333333
775,1,7/28/24 13:15,7/28/24 14:14,223.4579555,119,0.999020302,18.10504202,14.33957983,3206.240917,3.206240917,B,7/28/24,13:15:25,13.25
776,1,7/28/24 14:25,7/28/24 15:25,225.1872451,114,0.999125856,19.03508772,14.60991228,3220.768606,3.220768606,B,7/28/24,14:25:44,14.41666667
777,1,7/28/24 15:36,7/28/24 16:35,235.9997846,119,0.999208561,18.13781513,14.6705042,3385.81381,3.38581381,B,7/28/24,15:36:02,15.6
778,1,7/28/24 16:46,7/28/24 17:45,244.5183988,116,0.998482664,17.30431034,14.64318966,3518.0945,3.5180945,B,7/28/24,16:46:21,16.76666667
779,1,7/28/24 17:56,7/28/24 18:56,236.3100628,117,0.999502692,17.16837607,14.71,3401.586139,3.401586139,B,7/28/24,17:56:40,17.93333333
780,1,7/28/24 19:06,7/28/24 20:06,235.3194667,115,0.999489297,17.09565217,14.65521739,3388.175644,3.388175644,B,7/28/24,19:06:58,19.1
781,1,7/28/24 20:18,7/28/24 21:16,240.3680513,114,0.999743559,16.62280702,14.51903509,3466.513519,3.466513519,B,7/28/24,20:18:11,20.3
782,1,7/28/24 21:27,7/28/24 22:27,222.269618,112,0.999636831,16.20267857,14.42357143,3210.157787,3.210157787,B,7/28/24,21:27:35,21.45
783,1,7/28/24 22:37,7/28/24 23:37,203.245837,118,0.998760835,15.57711864,14.255,2941.764248,2.941764248,B,7/28/24,22:37:54,22.61666667
784,1,7/28/24 23:48,7/29/24 0:47,203.355521,116,0.999428152,15.00517241,14.03887931,2949.193931,2.949193931,B,7/28/24,23:48:13,23.8
785,1,7/29/24 0:58,7/29/24 1:58,188.7997526,116,0.999139504,14.45603448,13.8,2743.324679,2.743324679,B,7/29/24,0:58:31,0.966666667
786,1,7/29/24 2:08,7/29/24 3:07,184.685658,116,0.999085763,14.10517241,13.56387931,2686.823246,2.686823246,B,7/29/24,2:08:49,2.133333333
787,1,7/29/24 3:19,7/29/24 4:18,168.583763,115,0.999154047,13.47391304,13.35721739,2457.97299,2.45797299,B,7/29/24,3:19:08,3.316666667
788,1,7/29/24 4:29,7/29/24 5:28,169.039493,115,0.998957582,13.4826087,13.15173913,2464.542822,2.464542822,B,7/29/24,4:29:27,4.483333333
789,1,7/29/24 5:39,7/29/24 6:38,167.136085,117,0.999340837,13.56068376,13.01017094,2436.128161,2.436128161,B,7/29/24,5:39:45,5.65
790,1,7/29/24 6:50,7/29/24 7:49,172.5810759,116,0.999433173,13.9112069,12.87543103,2512.421199,2.512421199,B,7/29/24,6:50:04,6.833333333
791,1,7/29/24 8:00,7/29/24 8:59,169.2012121,115,0.999135302,14.26956522,12.78626087,2460.146248,2.460146248,B,7/29/24,8:00:22,8
792,1,7/29/24 9:10,7/29/24 10:10,166.2924888,118,0.999636173,15.79322034,12.80245763,2405.104263,2.405104263,B,7/29/24,9:10:41,9.166666667
793,1,7/29/24 10:20,7/29/24 11:20,151.7161615,115,0.99943232,18.2773913,12.92773913,2175.581018,2.175581018,B,7/29/24,10:20:59,10.33333333
794,1,7/29/24 11:31,7/29/24 12:30,177.5753789,118,0.99871429,20.17881356,13.53262712,2529.890987,2.529890987,B,7/29/24,11:31:18,11.51666667
795,1,7/29/24 12:41,7/29/24 13:41,152.3211203,117,0.998384022,19.43247863,14.61393162,2175.632782,2.175632782,B,7/29/24,12:41:36,12.68333333
796,1,7/29/24 13:51,7/29/24 14:51,161.0898419,120,0.997260562,19.96166667,15.17433333,2296.724133,2.296724133,B,7/29/24,13:51:55,13.85
797,1,7/29/24 15:02,7/29/24 16:01,151.5802599,116,0.997978512,21.53362069,15.70448276,2149.613761,2.149613761,B,7/29/24,15:02:13,15.03333333
798,1,7/29/24 16:12,7/29/24 17:12,149.078613,115,0.997963091,20.88,15.96565217,2118.836682,2.118836682,B,7/29/24,16:12:31,16.2
799,1,7/29/24 17:22,7/29/24 18:22,201.9010399,103,0.882960079,20.81553398,15.96349515,2870.22488,2.87022488,B,7/29/24,17:22:49,17.36666667
800,1,7/29/24 18:33,7/29/24 19:32,148.0436624,118,0.999083657,19.64491525,15.88177966,2113.002805,2.113002805,B,7/29/24,18:33:09,18.55
801,1,7/29/24 19:43,7/29/24 20:42,148.4026283,115,0.999292324,17.32086957,15.54591304,2135.073308,2.135073308,B,7/29/24,19:43:28,19.71666667
802,1,7/29/24 20:53,7/29/24 21:53,188.619378,113,0.993602564,16.77787611,15.10486726,2718.75528,2.71875528,B,7/29/24,20:53:47,20.88333333
803,1,7/29/24 22:04,7/29/24 23:03,221.4120546,112,0.998508204,16.04464286,14.33866071,3199.519798,3.199519798,B,7/29/24,22:04:06,22.06666667
804,1,7/29/24 23:14,7/30/24 0:13,241.3102004,117,0.99849095,15.60683761,13.92606838,3492.345378,3.492345378,B,7/29/24,23:14:24,23.23333333
805,1,7/30/24 0:24,7/30/24 1:24,238.3353892,117,0.997680723,15.11965812,13.66957265,3455.121976,3.455121976,B,7/30/24,0:24:43,0.4
806,1,7/30/24 1:35,7/30/24 2:34,230.6967425,116,0.997889109,14.48534483,13.43698276,3351.760622,3.351760622,B,7/30/24,1:35:02,1.583333333
807,1,7/30/24 2:45,7/30/24 3:44,205.9113312,117,0.996649584,13.55641026,13.13692308,3001.349885,3.001349885,B,7/30/24,2:45:21,2.75
808,1,7/30/24 3:55,7/30/24 4:55,153.3989395,114,0.9969485,13.32982456,12.88973684,2237.70122,2.23770122,B,7/30/24,3:55:39,3.916666667
809,1,7/30/24 5:05,7/30/24 6:05,228.4733579,108,0.944931992,12.6287037,12.6662963,3341.02316,3.34102316,B,7/30/24,5:05:58,5.083333333
810,1,7/30/24 6:16,7/30/24 7:15,132.8176873,118,0.989368008,11.90338983,12.43627119,1947.168285,1.947168285,B,7/30/24,6:16:16,6.266666667
811,1,7/30/24 7:26,7/30/24 8:26,135.6473974,119,0.995547781,13.35546218,12.2212605,1978.574206,1.978574206,B,7/30/24,7:26:35,7.433333333
812,1,7/30/24 8:36,7/30/24 9:36,143.9350451,117,0.997704106,15.27948718,12.23598291,2085.454284,2.085454284,B,7/30/24,8:36:53,8.6
813,1,7/30/24 9:47,7/30/24 10:46,147.6642485,118,0.998813496,17.42457627,12.43076271,2123.691994,2.123691994,B,7/30/24,9:47:12,9.783333333
