   2018      2     22   12.00     10008.00   0.29778E+02   0.00000E+00   0.29778E+02   0.29851E+02   0.29861E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17018E+02   0.67750E+02  -0.14815E+03   0.65011E+00   0.97797E-03   0.89278E-06   0.37680E-05       0.27     174.07     0.0000  0.00   0.43866E-01  -0.83922E+00    29.8496    29.8580    29.8599    29.7944    29.5164
   2018      2     23   12.00     10032.00   0.29438E+02   0.00000E+00   0.29438E+02   0.29511E+02   0.29524E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17341E+02   0.68365E+02  -0.14583E+03  -0.52600E+01   0.12099E-02   0.58392E-05   0.87319E-05       0.27     155.39     0.0000  0.00  -0.14142E-01  -0.14275E+01    29.5066    29.5152    29.5175    29.5184    29.5236
   2018      2     24   12.00     10056.00   0.29143E+02   0.00000E+00   0.29143E+02   0.29211E+02   0.29227E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15748E+02   0.67305E+02  -0.14422E+03  -0.83105E+01   0.12069E-02   0.44659E-05   0.88503E-05       0.26     189.83     0.0000  0.00   0.12538E-01  -0.13780E+01    29.2076    29.2155    29.2171    29.2170    29.2266
   2018      2     25   12.00     10080.00   0.29222E+02   0.00000E+00   0.29222E+02   0.29286E+02   0.29296E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13001E+02   0.64019E+02  -0.14472E+03  -0.68335E+01   0.10216E-02   0.20769E-06   0.48487E-05       0.26     238.59     0.0000  0.00   0.88542E-01  -0.58652E+00    29.2844    29.2915    29.2888    29.2722    29.2804
   2018      2     26   12.00     10104.00   0.29422E+02   0.00000E+00   0.29422E+02   0.29486E+02   0.29499E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12620E+02   0.61049E+02  -0.14119E+03  -0.61641E+01   0.75277E-03   0.22483E-12   0.14141E-05       0.26     230.61     0.0000  0.00   0.47378E-01  -0.29372E+00    29.4906    29.4977    29.4839    29.4121    29.3927
   2018      2     27   12.00     10128.00   0.29570E+02   0.00000E+00   0.29570E+02   0.29636E+02   0.29649E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12921E+02   0.63871E+02  -0.14125E+03  -0.63950E+01   0.63586E-03   0.90397E-14   0.90819E-06       0.26     240.88     0.0000  0.00   0.84348E-02  -0.42932E+00    29.6410    29.6475    29.6413    29.5289    29.4479
   2018      2     28   12.00     10152.00   0.29860E+02   0.00000E+00   0.29860E+02   0.29910E+02   0.29940E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12133E+02   0.67872E+02  -0.14739E+03  -0.62542E+01   0.69295E-03   0.50982E-19   0.13102E-05       0.26     251.72     0.0000  0.00   0.22734E-02  -0.52798E+00    29.9319    29.9368    29.8965    29.6718    29.5575
   2018      3      1   12.00     10176.00   0.30063E+02   0.00000E+00   0.30063E+02   0.30107E+02   0.30135E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11245E+02   0.67080E+02  -0.14680E+03  -0.62820E+01   0.97427E-03   0.20415E-17   0.49240E-05       0.26     251.63     0.0000  0.00  -0.54164E-01  -0.82164E+00    30.1274    30.1341    30.1210    29.7902    29.6275
   2018      3      2   12.00     10200.00   0.30338E+02   0.00000E+00   0.30338E+02   0.30369E+02   0.30412E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12613E+02   0.72081E+02  -0.15353E+03  -0.62313E+01   0.10419E-02   0.44752E-19   0.59891E-05       0.26     257.35     0.0000  0.00  -0.97726E-01  -0.73353E+00    30.4035    30.4088    30.3689    29.9287    29.7206
   2018      3      3   12.00     10224.00   0.30493E+02   0.00000E+00   0.30493E+02   0.30540E+02   0.30578E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13605E+02   0.75855E+02  -0.15947E+03  -0.64496E+01   0.66233E-03   0.15689E-17   0.91118E-06       0.26     265.15     0.0000  0.00  -0.39167E-01  -0.24630E+00    30.5695    30.5770    30.5674    30.0620    29.7933
   2018      3      4   12.00     10248.00   0.30779E+02   0.00000E+00   0.30779E+02   0.30813E+02   0.30865E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11701E+02   0.76524E+02  -0.15900E+03  -0.64257E+01   0.53964E-03   0.12684E-21   0.41276E-06       0.25     277.97     0.0000  0.00  -0.28474E-01  -0.11605E+00    30.8572    30.8635    30.8219    30.2179    29.9057
   2018      3      5   12.00     10272.00   0.31054E+02   0.00000E+00   0.31054E+02   0.31074E+02   0.31137E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10969E+02   0.75663E+02  -0.15951E+03  -0.59960E+01   0.74181E-03   0.20715E-20   0.20724E-05       0.25     264.12     0.0000  0.00   0.93145E-03  -0.60396E+00    31.1288    31.1352    31.0911    30.3486    29.9938
   2018      3      6   12.00     10296.00   0.31197E+02   0.00000E+00   0.31197E+02   0.31222E+02   0.31278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12936E+02   0.79994E+02  -0.16635E+03  -0.61239E+01   0.95549E-03   0.24831E-18   0.39386E-05       0.25     265.31     0.0000  0.00   0.31173E-01  -0.92608E+00    31.2693    31.2773    31.2665    30.4786    30.0569
   2018      3      7   12.00     10320.00   0.31357E+02   0.00000E+00   0.31357E+02   0.31383E+02   0.31438E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13546E+02   0.84715E+02  -0.17342E+03  -0.62765E+01   0.10283E-02   0.25320E-17   0.48726E-05       0.25     276.50     0.0000  0.00   0.73314E-01  -0.78356E+00    31.4292    31.4373    31.4255    30.6343    30.1442
   2018      3      8   12.00     10344.00   0.31387E+02   0.00000E+00   0.31387E+02   0.31427E+02   0.31473E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15103E+02   0.85389E+02  -0.17395E+03  -0.53439E+01   0.10662E-02   0.29015E-14   0.49980E-05       0.25     226.31     0.0000  0.00   0.99800E-01  -0.55634E+00    31.4623    31.4713    31.4673    30.7719    30.1807
   2018      3      9   12.00     10368.00   0.30994E+02   0.00000E+00   0.30994E+02   0.31056E+02   0.31077E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17266E+02   0.81666E+02  -0.16719E+03  -0.39144E+01   0.92749E-03   0.15121E-09   0.27142E-05       0.25     175.99     0.0000  0.00   0.49287E-01  -0.62197E+00    31.0642    31.0738    31.0759    30.7692    30.0856
   2018      3     10   12.00     10392.00   0.30585E+02   0.00000E+00   0.30585E+02   0.30659E+02   0.30668E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18223E+02   0.79137E+02  -0.16258E+03   0.25515E+01   0.13521E-02   0.36538E-05   0.12754E-04       0.25     180.38     0.0000  0.00   0.77317E-01  -0.16119E+01    30.6554    30.6644    30.6666    30.6371    30.4341
   2018      3     11   12.00     10416.00   0.30287E+02   0.00000E+00   0.30287E+02   0.30356E+02   0.30369E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18402E+02   0.75626E+02  -0.15592E+03  -0.49160E+01   0.15616E-02   0.78125E-05   0.20212E-04       0.25     180.08     0.0000  0.00   0.15704E+00  -0.17664E+01    30.3520    30.3608    30.3629    30.3637    30.3689
   2018      3     12   12.00     10440.00   0.30051E+02   0.00000E+00   0.30051E+02   0.30117E+02   0.30131E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16496E+02   0.70110E+02  -0.14666E+03  -0.67229E+01   0.13380E-02   0.50800E-05   0.11433E-04       0.24     179.99     0.0000  0.00   0.14661E+00  -0.96220E+00    30.1132    30.1213    30.1232    30.1239    30.1314
   2018      3     13   12.00     10464.00   0.29884E+02   0.00000E+00   0.29884E+02   0.29955E+02   0.29970E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16105E+02   0.67833E+02  -0.14057E+03  -0.70808E+01   0.98124E-03   0.26341E-05   0.36069E-05       0.24     169.59     0.0000  0.00   0.81745E-01  -0.48081E+00    29.9514    29.9593    29.9611    29.9618    29.9696
   2018      3     14   12.00     10488.00   0.29666E+02   0.00000E+00   0.29666E+02   0.29735E+02   0.29750E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16388E+02   0.68698E+02  -0.14070E+03  -0.83859E+01   0.12007E-02   0.44289E-05   0.10082E-04       0.24     169.88     0.0000  0.00   0.50262E-01  -0.13674E+01    29.7307    29.7387    29.7406    29.7413    29.7502
   2018      3     15   12.00     10512.00   0.29598E+02   0.00000E+00   0.29598E+02   0.29660E+02   0.29675E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14473E+02   0.67916E+02  -0.14206E+03  -0.82752E+01   0.14689E-02   0.39277E-05   0.19341E-04       0.24     209.86     0.0000  0.00   0.60613E-01  -0.21420E+01    29.6571    29.6645    29.6641    29.6619    29.6731
   2018      3     16   12.00     10536.00   0.29814E+02   0.00000E+00   0.29814E+02   0.29868E+02   0.29883E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12232E+02   0.67114E+02  -0.14647E+03  -0.75474E+01   0.11031E-02   0.60327E-14   0.75085E-05       0.24     250.11     0.0000  0.00   0.26970E-01  -0.13095E+01    29.8751    29.8816    29.8616    29.7843    29.7819
   2018      3     17   12.00     10560.00   0.30130E+02   0.00000E+00   0.30130E+02   0.30175E+02   0.30205E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11650E+02   0.68090E+02  -0.14838E+03  -0.67662E+01   0.82447E-03   0.37125E-19   0.22825E-05       0.24     250.72     0.0000  0.00   0.28672E-01  -0.61195E+00    30.1977    30.2028    30.1568    29.9647    29.9240
   2018      3     18   12.00     10584.00   0.30269E+02   0.00000E+00   0.30269E+02   0.30324E+02   0.30348E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13363E+02   0.68137E+02  -0.14902E+03  -0.57068E+01   0.89976E-03   0.90369E-13   0.26987E-05       0.24     208.13     0.0000  0.00   0.57426E-01  -0.56255E+00    30.3389    30.3468    30.3321    30.0918    29.9789
   2018      3     19   12.00     10608.00   0.30110E+02   0.00000E+00   0.30110E+02   0.30179E+02   0.30189E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15013E+02   0.65985E+02  -0.14688E+03  -0.31521E+01   0.69233E-03   0.17621E-06   0.12379E-05       0.24     186.11     0.0000  0.00   0.17732E-01  -0.48361E+00    30.1774    30.1854    30.1870    30.1331    30.0307
   2018      3     20   12.00     10632.00   0.30024E+02   0.00000E+00   0.30024E+02   0.30096E+02   0.30106E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15318E+02   0.68337E+02  -0.14594E+03  -0.52138E+01   0.71051E-03   0.83452E-06   0.15135E-05       0.23     200.01     0.0000  0.00  -0.28220E-01  -0.46508E+00    30.0925    30.1002    30.1016    30.0977    30.1012
   2018      3     21   12.00     10656.00   0.30054E+02   0.00000E+00   0.30054E+02   0.30124E+02   0.30134E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14114E+02   0.69876E+02  -0.14939E+03  -0.58957E+01   0.86372E-03   0.48182E-06   0.25030E-05       0.23     229.38     0.0000  0.00  -0.64154E-01  -0.43574E+00    30.1225    30.1298    30.1282    30.1158    30.1201
   2018      3     22   12.00     10680.00   0.30234E+02   0.00000E+00   0.30234E+02   0.30310E+02   0.30325E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14242E+02   0.70780E+02  -0.15493E+03  -0.60295E+01   0.50167E-03   0.59975E-12   0.43218E-06       0.23     239.02     0.0000  0.00  -0.74705E-02  -0.13600E+00    30.3165    30.3242    30.3064    30.2288    30.2030
   2018      3     23   12.00     10704.00   0.30265E+02   0.00000E+00   0.30265E+02   0.30340E+02   0.30350E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15262E+02   0.67858E+02  -0.14750E+03  -0.38197E+01   0.51652E-03   0.10634E-06   0.38424E-06       0.23     195.30     0.0000  0.00   0.23755E-01  -0.15513E+00    30.3386    30.3467    30.3479    30.3066    30.2612
   2018      3     24   12.00     10728.00   0.30069E+02   0.00000E+00   0.30069E+02   0.30143E+02   0.30156E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16091E+02   0.67929E+02  -0.14552E+03  -0.63128E+01   0.63125E-03   0.16179E-05   0.10408E-05       0.23     161.58     0.0000  0.00  -0.79229E-02  -0.42247E+00    30.1386    30.1471    30.1491    30.1499    30.1564
   2018      3     25   12.00     10752.00   0.29790E+02   0.00000E+00   0.29790E+02   0.29864E+02   0.29881E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16108E+02   0.70092E+02  -0.15039E+03  -0.89388E+01   0.98040E-03   0.30612E-05   0.38198E-05       0.23     183.49     0.0000  0.00  -0.58441E-01  -0.77197E+00    29.8604    29.8686    29.8704    29.8711    29.8808
   2018      3     26   12.00     10776.00   0.29680E+02   0.00000E+00   0.29680E+02   0.29751E+02   0.29767E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16789E+02   0.71703E+02  -0.15324E+03  -0.89958E+01   0.87530E-03   0.22614E-05   0.24264E-05       0.23     179.94     0.0000  0.00  -0.60377E-01  -0.51207E+00    29.7470    29.7555    29.7575    29.7574    29.7671
   2018      3     27   12.00     10800.00   0.29370E+02   0.00000E+00   0.29370E+02   0.29439E+02   0.29457E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16631E+02   0.68310E+02  -0.14881E+03  -0.10959E+02   0.85545E-03   0.26260E-05   0.20270E-05       0.23     162.56     0.0000  0.00  -0.64738E-01  -0.28854E+00    29.4346    29.4431    29.4452    29.4463    29.4565
   2018      3     28   12.00     10824.00   0.29246E+02   0.00000E+00   0.29246E+02   0.29315E+02   0.29331E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14046E+02   0.62513E+02  -0.14026E+03  -0.10112E+02   0.88134E-03   0.15769E-05   0.25557E-05       0.22     199.63     0.0000  0.00  -0.61390E-01   0.34761E+00    29.3120    29.3192    29.3190    29.3172    29.3298
   2018      3     29   12.00     10848.00   0.29463E+02   0.00000E+00   0.29463E+02   0.29518E+02   0.29532E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11319E+02   0.64995E+02  -0.14487E+03  -0.85509E+01   0.10763E-02   0.14024E-11   0.63599E-05       0.22     241.90     0.0000  0.00  -0.51130E-01   0.11133E+01    29.5242    29.5308    29.5112    29.4541    29.4592
   2018      3     30   12.00     10872.00   0.29749E+02   0.00000E+00   0.29749E+02   0.29801E+02   0.29823E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11012E+02   0.74363E+02  -0.16123E+03  -0.76517E+01   0.11455E-02   0.51447E-13   0.69865E-05       0.22     251.91     0.0000  0.00  -0.99140E-01   0.86923E+00    29.8146    29.8213    29.7874    29.6689    29.6446
   2018      3     31   12.00     10896.00   0.29828E+02   0.00000E+00   0.29828E+02   0.29899E+02   0.29911E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13457E+02   0.76899E+02  -0.16616E+03  -0.56228E+01   0.82694E-03   0.10197E-06   0.21239E-05       0.22     230.18     0.0000  0.00  -0.64960E-01  -0.79150E-01    29.8990    29.9074    29.9081    29.8405    29.7981
   2018      4      1   12.00     10920.00   0.29792E+02   0.00000E+00   0.29792E+02   0.29873E+02   0.29885E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14622E+02   0.71996E+02  -0.15769E+03  -0.64269E+01   0.51257E-03   0.41952E-06   0.42027E-06       0.22     213.71     0.0000  0.00  -0.22074E-02  -0.26235E+00    29.8689    29.8772    29.8787    29.8761    29.8827
   2018      4      2   12.00     10944.00   0.29818E+02   0.00000E+00   0.29818E+02   0.29903E+02   0.29914E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13422E+02   0.69299E+02  -0.15221E+03  -0.65847E+01   0.42666E-03   0.15213E-06   0.17087E-06       0.22     224.75     0.0000  0.00   0.14998E-01   0.74363E-01    29.9009    29.9087    29.9084    29.8974    29.9038
   2018      4      3   12.00     10968.00   0.29996E+02   0.00000E+00   0.29996E+02   0.30078E+02   0.30091E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12282E+02   0.69244E+02  -0.15165E+03  -0.65922E+01   0.33886E-03   0.32351E-12   0.16238E-06       0.22     239.88     0.0000  0.00  -0.20849E-02  -0.20369E-01    30.0823    30.0899    30.0777    30.0072    29.9883
   2018      4      4   12.00     10992.00   0.30180E+02   0.00000E+00   0.30180E+02   0.30255E+02   0.30270E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13576E+02   0.72082E+02  -0.15442E+03  -0.58627E+01   0.54695E-03   0.21209E-11   0.12187E-05       0.22     225.16     0.0000  0.00   0.94688E-02   0.25555E+00    30.2612    30.2691    30.2547    30.1483    30.0757
   2018      4      5   12.00     11016.00   0.30183E+02   0.00000E+00   0.30183E+02   0.30255E+02   0.30264E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15259E+02   0.72441E+02  -0.15468E+03  -0.41419E+01   0.74502E-03   0.15204E-06   0.17968E-05       0.22     211.25     0.0000  0.00   0.41006E-01   0.34716E+00    30.2524    30.2604    30.2617    30.2257    30.1685
   2018      4      6   12.00     11040.00   0.30076E+02   0.00000E+00   0.30076E+02   0.30165E+02   0.30177E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17068E+02   0.71144E+02  -0.15398E+03  -0.58527E+01   0.37122E-03   0.20947E-06   0.20089E-06       0.21     170.09     0.0000  0.00   0.12177E-01  -0.78000E-01    30.1616    30.1705    30.1724    30.1638    30.1638
   2018      4      7   12.00     11064.00   0.29635E+02   0.00000E+00   0.29635E+02   0.29722E+02   0.29739E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17604E+02   0.67146E+02  -0.14681E+03  -0.99385E+01   0.24257E-03   0.25500E-06   0.16257E-07       0.21     135.64     0.0000  0.00  -0.42390E-02   0.12360E-01    29.7180    29.7271    29.7294    29.7306    29.7394
   2018      4      8   12.00     11088.00   0.29308E+02   0.00000E+00   0.29308E+02   0.29395E+02   0.29413E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16237E+02   0.65687E+02  -0.14510E+03  -0.11157E+02   0.32305E-03   0.39847E-06   0.54127E-07       0.21     162.71     0.0000  0.00  -0.56535E-02  -0.93317E-01    29.3910    29.3994    29.4014    29.4024    29.4131
   2018      4      9   12.00     11112.00   0.29163E+02   0.00000E+00   0.29163E+02   0.29237E+02   0.29255E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15745E+02   0.64804E+02  -0.14416E+03  -0.10763E+02   0.62723E-03   0.12288E-05   0.80408E-06       0.21     173.56     0.0000  0.00  -0.36678E-01  -0.17461E+00    29.2333    29.2414    29.2432    29.2441    29.2550
   2018      4     10   12.00     11136.00   0.29055E+02   0.00000E+00   0.29055E+02   0.29126E+02   0.29144E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15787E+02   0.64994E+02  -0.14217E+03  -0.10410E+02   0.78461E-03   0.15740E-05   0.15404E-05       0.21     182.83     0.0000  0.00  -0.59761E-01  -0.17710E+00    29.1223    29.1299    29.1315    29.1322    29.1439
   2018      4     11   12.00     11160.00   0.29072E+02   0.00000E+00   0.29072E+02   0.29140E+02   0.29158E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15109E+02   0.66570E+02  -0.14599E+03  -0.96025E+01   0.10924E-02   0.18924E-05   0.67753E-05       0.21     203.26     0.0000  0.00  -0.12002E+00  -0.30654E+00    29.1362    29.1438    29.1451    29.1447    29.1577
   2018      4     12   12.00     11184.00   0.29039E+02   0.00000E+00   0.29039E+02   0.29108E+02   0.29123E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16853E+02   0.71118E+02  -0.15710E+03  -0.10264E+02   0.14881E-02   0.63260E-05   0.16125E-04       0.21     176.00     0.0000  0.00  -0.21444E+00  -0.48051E+00    29.1033    29.1120    29.1141    29.1119    29.1225
   2018      4     13   12.00     11208.00   0.28667E+02   0.00000E+00   0.28667E+02   0.28740E+02   0.28760E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18037E+02   0.70124E+02  -0.15915E+03  -0.13615E+02   0.13298E-02   0.67688E-05   0.10408E-04       0.21     165.45     0.0000  0.00  -0.15491E+00   0.48169E+00    28.7352    28.7442    28.7465    28.7477    28.7598
   2018      4     14   12.00     11232.00   0.28475E+02   0.00000E+00   0.28475E+02   0.28545E+02   0.28565E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15861E+02   0.67035E+02  -0.15487E+03  -0.13321E+02   0.14337E-02   0.70093E-05   0.14675E-04       0.20     179.44     0.0000  0.00  -0.14328E+00   0.13826E+01    28.5401    28.5487    28.5508    28.5519    28.5645
   2018      4     15   12.00     11256.00   0.28251E+02   0.00000E+00   0.28251E+02   0.28323E+02   0.28343E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13908E+02   0.62310E+02  -0.14389E+03  -0.13327E+02   0.11192E-02   0.50432E-05   0.67341E-05       0.20     148.23     0.0000  0.00  -0.80036E-01   0.96246E+00    28.3192    28.3276    28.3298    28.3310    28.3431
   2018      4     16   12.00     11280.00   0.28032E+02   0.00000E+00   0.28032E+02   0.28094E+02   0.28113E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11172E+02   0.54578E+02  -0.12761E+03  -0.13015E+02   0.12582E-02   0.37418E-05   0.13815E-04       0.20     163.36     0.0000  0.00   0.74305E-02   0.16965E+01    28.0912    28.0985    28.0989    28.0986    28.1131
   2018      4     17   12.00     11304.00   0.28136E+02   0.00000E+00   0.28136E+02   0.28192E+02   0.28207E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10568E+02   0.54485E+02  -0.12591E+03  -0.10181E+02   0.15176E-02   0.35252E-05   0.23736E-04       0.20     167.73     0.0000  0.00   0.10959E-01   0.24630E+01    28.1914    28.1987    28.1909    28.1795    28.1937
   2018      4     18   12.00     11328.00   0.28080E+02   0.00000E+00   0.28080E+02   0.28135E+02   0.28151E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10035E+02   0.55171E+02  -0.12470E+03  -0.10743E+02   0.15850E-02   0.42963E-05   0.26896E-04       0.20     175.69     0.0000  0.00  -0.15836E+00   0.18746E+01    28.1324    28.1391    28.1366    28.1345    28.1482
   2018      4     19   12.00     11352.00   0.28348E+02   0.00000E+00   0.28348E+02   0.28385E+02   0.28405E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90598E+01   0.61690E+02  -0.13404E+03  -0.93947E+01   0.19766E-02   0.13377E-13   0.55136E-04       0.20     218.77     0.0000  0.00  -0.36369E+00   0.17142E+01    28.3974    28.4033    28.3632    28.2961    28.3114
   2018      4     20   12.00     11376.00   0.28562E+02   0.00000E+00   0.28562E+02   0.28610E+02   0.28626E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92005E+01   0.67318E+02  -0.14597E+03  -0.81490E+01   0.19358E-02   0.10375E-10   0.50135E-04       0.20     215.68     0.0000  0.00  -0.29306E+00   0.23317E+01    28.6166    28.6247    28.6097    28.5087    28.5001
   2018      4     21   12.00     11400.00   0.28708E+02   0.00000E+00   0.28708E+02   0.28762E+02   0.28772E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84738E+01   0.67638E+02  -0.14793E+03  -0.75275E+01   0.19471E-02   0.12316E-08   0.56624E-04       0.20     229.88     0.0000  0.00  -0.15634E+00   0.36171E+01    28.7633    28.7711    28.7656    28.7049    28.6773
   2018      4     22   12.00     11424.00   0.29052E+02   0.00000E+00   0.29052E+02   0.29085E+02   0.29116E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.79780E+01   0.70180E+02  -0.15326E+03  -0.76501E+01   0.18424E-02   0.50485E-19   0.48470E-04       0.20     253.99     0.0000  0.00  -0.10651E+00   0.34824E+01    29.1077    29.1138    29.0528    28.9121    28.9036
   2018      4     23   12.00     11448.00   0.29333E+02   0.00000E+00   0.29333E+02   0.29370E+02   0.29403E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.91498E+01   0.75020E+02  -0.16066E+03  -0.69862E+01   0.16040E-02   0.26356E-16   0.26254E-04       0.19     238.40     0.0000  0.00  -0.16158E+00   0.20789E+01    29.3942    29.4020    29.3602    29.1102    29.0709
   2018      4     24   12.00     11472.00   0.29394E+02   0.00000E+00   0.29394E+02   0.29448E+02   0.29465E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10709E+02   0.70984E+02  -0.15531E+03  -0.65324E+01   0.14615E-02   0.11426E-11   0.16425E-04       0.19     216.76     0.0000  0.00  -0.17578E+00   0.12116E+01    29.4554    29.4633    29.4643    29.2713    29.1547
   2018      4     25   12.00     11496.00   0.29493E+02   0.00000E+00   0.29493E+02   0.29548E+02   0.29562E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10923E+02   0.68881E+02  -0.15330E+03  -0.62978E+01   0.14776E-02   0.36155E-11   0.18465E-04       0.19     224.42     0.0000  0.00  -0.13897E+00   0.17158E+01    29.5531    29.5608    29.5594    29.4098    29.2531
   2018      4     26   12.00     11520.00   0.29656E+02   0.00000E+00   0.29656E+02   0.29712E+02   0.29728E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10566E+02   0.72663E+02  -0.15864E+03  -0.61282E+01   0.13565E-02   0.17104E-12   0.14325E-04       0.19     236.97     0.0000  0.00  -0.94442E-01   0.16814E+01    29.7188    29.7266    29.7199    29.5601    29.4007
   2018      4     27   12.00     11544.00   0.29820E+02   0.00000E+00   0.29820E+02   0.29877E+02   0.29894E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10848E+02   0.76156E+02  -0.16491E+03  -0.59405E+01   0.13701E-02   0.45768E-12   0.13650E-04       0.19     237.88     0.0000  0.00  -0.14055E+00   0.12380E+01    29.8843    29.8924    29.8860    29.7154    29.5387
   2018      4     28   12.00     11568.00   0.29893E+02   0.00000E+00   0.29893E+02   0.29957E+02   0.29969E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10529E+02   0.80432E+02  -0.17195E+03  -0.50969E+01   0.15895E-02   0.52796E-09   0.22232E-04       0.19     234.60     0.0000  0.00  -0.19643E+00   0.15535E+01    29.9584    29.9671    29.9683    29.8556    29.6725
   2018      4     29   12.00     11592.00   0.29891E+02   0.00000E+00   0.29891E+02   0.29962E+02   0.29973E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10110E+02   0.84158E+02  -0.17686E+03  -0.36995E+01   0.15814E-02   0.22920E-05   0.21543E-04       0.19     228.49     0.0000  0.00  -0.17964E+00   0.16834E+01    29.9589    29.9678    29.9695    29.9416    29.8815
   2018      4     30   12.00     11616.00   0.29839E+02   0.00000E+00   0.29839E+02   0.29909E+02   0.29923E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10080E+02   0.83385E+02  -0.17459E+03  -0.61664E+01   0.16288E-02   0.45107E-05   0.23135E-04       0.19     226.74     0.0000  0.00  -0.23394E+00   0.10687E+01    29.9046    29.9134    29.9151    29.9150    29.9232
   2018      5      1   12.00     11640.00   0.29839E+02   0.00000E+00   0.29839E+02   0.29909E+02   0.29921E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10262E+02   0.82077E+02  -0.17248E+03  -0.66076E+01   0.16479E-02   0.40429E-05   0.24459E-04       0.19     224.92     0.0000  0.00  -0.23574E+00   0.11947E+01    29.9046    29.9133    29.9150    29.9114    29.9171
   2018      5      2   12.00     11664.00   0.29752E+02   0.00000E+00   0.29752E+02   0.29827E+02   0.29844E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10321E+02   0.91446E+02  -0.18749E+03  -0.87188E+01   0.17868E-02   0.95282E-05   0.33330E-04       0.19     222.48     0.0000  0.00  -0.22132E+00   0.21642E+01    29.8222    29.8318    29.8340    29.8348    29.8439
